HeuristID,Longitude,Latitude,Year
12321,27.9702043,40.9826843,-507
12322,27.9697108,40.9834294,-507
14345,28.9812469,41.0109933,-507
8357,27.6940227,42.4227596,-506
8360,27.6928425,42.4237575,-506
12321,27.9702043,40.9826843,-506
12322,27.9697108,40.9834294,-506
14345,28.9812469,41.0109933,-506
8357,27.6940227,42.4227596,-505
8360,27.6928425,42.4237575,-505
12321,27.9702043,40.9826843,-505
12322,27.9697108,40.9834294,-505
14345,28.9812469,41.0109933,-505
8357,27.6940227,42.4227596,-504
8360,27.6928425,42.4237575,-504
12321,27.9702043,40.9826843,-504
12322,27.9697108,40.9834294,-504
14345,28.9812469,41.0109933,-504
8357,27.6940227,42.4227596,-503
8360,27.6928425,42.4237575,-503
12321,27.9702043,40.9826843,-503
12322,27.9697108,40.9834294,-503
14345,28.9812469,41.0109933,-503
8357,27.6940227,42.4227596,-502
8360,27.6928425,42.4237575,-502
12321,27.9702043,40.9826843,-502
12322,27.9697108,40.9834294,-502
14345,28.9812469,41.0109933,-502
8357,27.6940227,42.4227596,-501
8360,27.6928425,42.4237575,-501
12321,27.9702043,40.9826843,-501
12322,27.9697108,40.9834294,-501
14345,28.9812469,41.0109933,-501
6341,27.7230549,42.6603479,-500
8357,27.6940227,42.4227596,-500
8360,27.6928425,42.4237575,-500
8400,27.6938725,42.4130649,-500
8831,27.6945591,42.4167402,-500
11782,27.718699,42.661342,-500
12321,27.9702043,40.9826843,-500
12322,27.9697108,40.9834294,-500
12994,27.8297424,41.0446632,-500
12996,27.7408218,41.0198009,-500
14345,28.9812469,41.0109933,-500
16636,24.7202054,42.370402,-500
2368,24.9736834,40.9338113,-499
3083,25.3592824,41.0931259,-499
6341,27.7230549,42.6603479,-499
8360,27.6928425,42.4237575,-499
8400,27.6938725,42.4130649,-499
8831,27.6945591,42.4167402,-499
11782,27.718699,42.661342,-499
12321,27.9702043,40.9826843,-499
12322,27.9697108,40.9834294,-499
12994,27.8297424,41.0446632,-499
12996,27.7408218,41.0198009,-499
14345,28.9812469,41.0109933,-499
15686,27.7249432,42.406997,-499
15727,27.7244282,42.4082487,-499
15729,27.7243423,42.4081377,-499
15817,27.6937491,42.4238604,-499
15831,27.6930141,42.423013,-499
15833,27.6929283,42.4226725,-499
15957,27.7226257,42.659906,-499
16182,27.6973915,42.4175005,-499
16636,24.7202054,42.370402,-499
16653,24.7202054,42.370402,-499
16655,24.7226715,42.3684373,-499
16656,24.7216415,42.3686909,-499
16660,24.7250748,42.3724956,-499
2368,24.9736834,40.9338113,-498
3083,25.3592824,41.0931259,-498
6341,27.7230549,42.6603479,-498
8360,27.6928425,42.4237575,-498
8400,27.6938725,42.4130649,-498
8831,27.6945591,42.4167402,-498
11782,27.718699,42.661342,-498
12321,27.9702043,40.9826843,-498
12322,27.9697108,40.9834294,-498
12994,27.8297424,41.0446632,-498
12996,27.7408218,41.0198009,-498
14345,28.9812469,41.0109933,-498
15686,27.7249432,42.406997,-498
15727,27.7244282,42.4082487,-498
15729,27.7243423,42.4081377,-498
15817,27.6937491,42.4238604,-498
15831,27.6930141,42.423013,-498
15833,27.6929283,42.4226725,-498
15957,27.7226257,42.659906,-498
16182,27.6973915,42.4175005,-498
16636,24.7202054,42.370402,-498
16653,24.7202054,42.370402,-498
16655,24.7226715,42.3684373,-498
16656,24.7216415,42.3686909,-498
16660,24.7250748,42.3724956,-498
2368,24.9736834,40.9338113,-497
3083,25.3592824,41.0931259,-497
6341,27.7230549,42.6603479,-497
8360,27.6928425,42.4237575,-497
8400,27.6938725,42.4130649,-497
8831,27.6945591,42.4167402,-497
11782,27.718699,42.661342,-497
12321,27.9702043,40.9826843,-497
12322,27.9697108,40.9834294,-497
12994,27.8297424,41.0446632,-497
12996,27.7408218,41.0198009,-497
14345,28.9812469,41.0109933,-497
15686,27.7249432,42.406997,-497
15727,27.7244282,42.4082487,-497
15729,27.7243423,42.4081377,-497
15817,27.6937491,42.4238604,-497
15831,27.6930141,42.423013,-497
15833,27.6929283,42.4226725,-497
15957,27.7226257,42.659906,-497
16182,27.6973915,42.4175005,-497
16636,24.7202054,42.370402,-497
16653,24.7202054,42.370402,-497
16655,24.7226715,42.3684373,-497
16656,24.7216415,42.3686909,-497
16660,24.7250748,42.3724956,-497
2368,24.9736834,40.9338113,-496
3083,25.3592824,41.0931259,-496
6341,27.7230549,42.6603479,-496
8360,27.6928425,42.4237575,-496
8400,27.6938725,42.4130649,-496
8831,27.6945591,42.4167402,-496
11782,27.718699,42.661342,-496
12321,27.9702043,40.9826843,-496
12322,27.9697108,40.9834294,-496
12994,27.8297424,41.0446632,-496
12996,27.7408218,41.0198009,-496
14345,28.9812469,41.0109933,-496
15686,27.7249432,42.406997,-496
15727,27.7244282,42.4082487,-496
15729,27.7243423,42.4081377,-496
15817,27.6937491,42.4238604,-496
15831,27.6930141,42.423013,-496
15833,27.6929283,42.4226725,-496
15957,27.7226257,42.659906,-496
16182,27.6973915,42.4175005,-496
16636,24.7202054,42.370402,-496
16653,24.7202054,42.370402,-496
16655,24.7226715,42.3684373,-496
16656,24.7216415,42.3686909,-496
16660,24.7250748,42.3724956,-496
2368,24.9736834,40.9338113,-495
3083,25.3592824,41.0931259,-495
6341,27.7230549,42.6603479,-495
8360,27.6928425,42.4237575,-495
8400,27.6938725,42.4130649,-495
8831,27.6945591,42.4167402,-495
11782,27.718699,42.661342,-495
12321,27.9702043,40.9826843,-495
12322,27.9697108,40.9834294,-495
12994,27.8297424,41.0446632,-495
12996,27.7408218,41.0198009,-495
14345,28.9812469,41.0109933,-495
15686,27.7249432,42.406997,-495
15727,27.7244282,42.4082487,-495
15729,27.7243423,42.4081377,-495
15817,27.6937491,42.4238604,-495
15831,27.6930141,42.423013,-495
15833,27.6929283,42.4226725,-495
15957,27.7226257,42.659906,-495
16182,27.6973915,42.4175005,-495
16636,24.7202054,42.370402,-495
16653,24.7202054,42.370402,-495
16655,24.7226715,42.3684373,-495
16656,24.7216415,42.3686909,-495
16660,24.7250748,42.3724956,-495
2368,24.9736834,40.9338113,-494
3083,25.3592824,41.0931259,-494
6341,27.7230549,42.6603479,-494
8360,27.6928425,42.4237575,-494
8400,27.6938725,42.4130649,-494
8831,27.6945591,42.4167402,-494
11782,27.718699,42.661342,-494
12321,27.9702043,40.9826843,-494
12322,27.9697108,40.9834294,-494
12994,27.8297424,41.0446632,-494
12996,27.7408218,41.0198009,-494
14345,28.9812469,41.0109933,-494
15686,27.7249432,42.406997,-494
15727,27.7244282,42.4082487,-494
15729,27.7243423,42.4081377,-494
15817,27.6937491,42.4238604,-494
15831,27.6930141,42.423013,-494
15833,27.6929283,42.4226725,-494
15957,27.7226257,42.659906,-494
16182,27.6973915,42.4175005,-494
16636,24.7202054,42.370402,-494
16653,24.7202054,42.370402,-494
16655,24.7226715,42.3684373,-494
16656,24.7216415,42.3686909,-494
16660,24.7250748,42.3724956,-494
2368,24.9736834,40.9338113,-493
3083,25.3592824,41.0931259,-493
6341,27.7230549,42.6603479,-493
8360,27.6928425,42.4237575,-493
8400,27.6938725,42.4130649,-493
8831,27.6945591,42.4167402,-493
11782,27.718699,42.661342,-493
12321,27.9702043,40.9826843,-493
12322,27.9697108,40.9834294,-493
12994,27.8297424,41.0446632,-493
12996,27.7408218,41.0198009,-493
14345,28.9812469,41.0109933,-493
15686,27.7249432,42.406997,-493
15727,27.7244282,42.4082487,-493
15729,27.7243423,42.4081377,-493
15817,27.6937491,42.4238604,-493
15831,27.6930141,42.423013,-493
15833,27.6929283,42.4226725,-493
15957,27.7226257,42.659906,-493
16182,27.6973915,42.4175005,-493
16636,24.7202054,42.370402,-493
16653,24.7202054,42.370402,-493
16655,24.7226715,42.3684373,-493
16656,24.7216415,42.3686909,-493
16660,24.7250748,42.3724956,-493
2368,24.9736834,40.9338113,-492
3083,25.3592824,41.0931259,-492
6341,27.7230549,42.6603479,-492
8360,27.6928425,42.4237575,-492
8400,27.6938725,42.4130649,-492
8831,27.6945591,42.4167402,-492
11782,27.718699,42.661342,-492
12321,27.9702043,40.9826843,-492
12322,27.9697108,40.9834294,-492
12994,27.8297424,41.0446632,-492
12996,27.7408218,41.0198009,-492
14345,28.9812469,41.0109933,-492
15686,27.7249432,42.406997,-492
15727,27.7244282,42.4082487,-492
15729,27.7243423,42.4081377,-492
15817,27.6937491,42.4238604,-492
15831,27.6930141,42.423013,-492
15833,27.6929283,42.4226725,-492
15957,27.7226257,42.659906,-492
16182,27.6973915,42.4175005,-492
16636,24.7202054,42.370402,-492
16653,24.7202054,42.370402,-492
16655,24.7226715,42.3684373,-492
16656,24.7216415,42.3686909,-492
16660,24.7250748,42.3724956,-492
2368,24.9736834,40.9338113,-491
3083,25.3592824,41.0931259,-491
6341,27.7230549,42.6603479,-491
8360,27.6928425,42.4237575,-491
8400,27.6938725,42.4130649,-491
8831,27.6945591,42.4167402,-491
11782,27.718699,42.661342,-491
12321,27.9702043,40.9826843,-491
12322,27.9697108,40.9834294,-491
12994,27.8297424,41.0446632,-491
12996,27.7408218,41.0198009,-491
14345,28.9812469,41.0109933,-491
15686,27.7249432,42.406997,-491
15727,27.7244282,42.4082487,-491
15729,27.7243423,42.4081377,-491
15817,27.6937491,42.4238604,-491
15831,27.6930141,42.423013,-491
15833,27.6929283,42.4226725,-491
15957,27.7226257,42.659906,-491
16182,27.6973915,42.4175005,-491
16636,24.7202054,42.370402,-491
16653,24.7202054,42.370402,-491
16655,24.7226715,42.3684373,-491
16656,24.7216415,42.3686909,-491
16660,24.7250748,42.3724956,-491
2368,24.9736834,40.9338113,-490
3083,25.3592824,41.0931259,-490
6341,27.7230549,42.6603479,-490
8360,27.6928425,42.4237575,-490
8400,27.6938725,42.4130649,-490
8831,27.6945591,42.4167402,-490
11782,27.718699,42.661342,-490
12321,27.9702043,40.9826843,-490
12322,27.9697108,40.9834294,-490
12994,27.8297424,41.0446632,-490
12996,27.7408218,41.0198009,-490
14345,28.9812469,41.0109933,-490
15686,27.7249432,42.406997,-490
15727,27.7244282,42.4082487,-490
15729,27.7243423,42.4081377,-490
15817,27.6937491,42.4238604,-490
15831,27.6930141,42.423013,-490
15833,27.6929283,42.4226725,-490
15957,27.7226257,42.659906,-490
16182,27.6973915,42.4175005,-490
16636,24.7202054,42.370402,-490
16653,24.7202054,42.370402,-490
16655,24.7226715,42.3684373,-490
16656,24.7216415,42.3686909,-490
16660,24.7250748,42.3724956,-490
2368,24.9736834,40.9338113,-489
3083,25.3592824,41.0931259,-489
6341,27.7230549,42.6603479,-489
8360,27.6928425,42.4237575,-489
8400,27.6938725,42.4130649,-489
8831,27.6945591,42.4167402,-489
11782,27.718699,42.661342,-489
12994,27.8297424,41.0446632,-489
12996,27.7408218,41.0198009,-489
14345,28.9812469,41.0109933,-489
15686,27.7249432,42.406997,-489
15727,27.7244282,42.4082487,-489
15729,27.7243423,42.4081377,-489
15817,27.6937491,42.4238604,-489
15831,27.6930141,42.423013,-489
15833,27.6929283,42.4226725,-489
15957,27.7226257,42.659906,-489
16182,27.6973915,42.4175005,-489
16636,24.7202054,42.370402,-489
16653,24.7202054,42.370402,-489
16655,24.7226715,42.3684373,-489
16656,24.7216415,42.3686909,-489
16660,24.7250748,42.3724956,-489
2368,24.9736834,40.9338113,-488
3083,25.3592824,41.0931259,-488
6341,27.7230549,42.6603479,-488
8360,27.6928425,42.4237575,-488
8400,27.6938725,42.4130649,-488
8831,27.6945591,42.4167402,-488
11782,27.718699,42.661342,-488
12994,27.8297424,41.0446632,-488
12996,27.7408218,41.0198009,-488
14345,28.9812469,41.0109933,-488
15686,27.7249432,42.406997,-488
15727,27.7244282,42.4082487,-488
15729,27.7243423,42.4081377,-488
15817,27.6937491,42.4238604,-488
15831,27.6930141,42.423013,-488
15833,27.6929283,42.4226725,-488
15957,27.7226257,42.659906,-488
16182,27.6973915,42.4175005,-488
16636,24.7202054,42.370402,-488
16653,24.7202054,42.370402,-488
16655,24.7226715,42.3684373,-488
16656,24.7216415,42.3686909,-488
16660,24.7250748,42.3724956,-488
2368,24.9736834,40.9338113,-487
3083,25.3592824,41.0931259,-487
6341,27.7230549,42.6603479,-487
8360,27.6928425,42.4237575,-487
8400,27.6938725,42.4130649,-487
8831,27.6945591,42.4167402,-487
11782,27.718699,42.661342,-487
12994,27.8297424,41.0446632,-487
12996,27.7408218,41.0198009,-487
14345,28.9812469,41.0109933,-487
15686,27.7249432,42.406997,-487
15727,27.7244282,42.4082487,-487
15729,27.7243423,42.4081377,-487
15817,27.6937491,42.4238604,-487
15831,27.6930141,42.423013,-487
15833,27.6929283,42.4226725,-487
15957,27.7226257,42.659906,-487
16182,27.6973915,42.4175005,-487
16636,24.7202054,42.370402,-487
16653,24.7202054,42.370402,-487
16655,24.7226715,42.3684373,-487
16656,24.7216415,42.3686909,-487
16660,24.7250748,42.3724956,-487
2368,24.9736834,40.9338113,-486
3083,25.3592824,41.0931259,-486
6341,27.7230549,42.6603479,-486
8360,27.6928425,42.4237575,-486
8400,27.6938725,42.4130649,-486
8831,27.6945591,42.4167402,-486
11782,27.718699,42.661342,-486
12994,27.8297424,41.0446632,-486
12996,27.7408218,41.0198009,-486
14345,28.9812469,41.0109933,-486
15686,27.7249432,42.406997,-486
15727,27.7244282,42.4082487,-486
15729,27.7243423,42.4081377,-486
15817,27.6937491,42.4238604,-486
15831,27.6930141,42.423013,-486
15833,27.6929283,42.4226725,-486
15957,27.7226257,42.659906,-486
16182,27.6973915,42.4175005,-486
16636,24.7202054,42.370402,-486
16653,24.7202054,42.370402,-486
16655,24.7226715,42.3684373,-486
16656,24.7216415,42.3686909,-486
16660,24.7250748,42.3724956,-486
2168,24.9730182,40.9335844,-485
2368,24.9736834,40.9338113,-485
3083,25.3592824,41.0931259,-485
6341,27.7230549,42.6603479,-485
8360,27.6928425,42.4237575,-485
8400,27.6938725,42.4130649,-485
8831,27.6945591,42.4167402,-485
11782,27.718699,42.661342,-485
12994,27.8297424,41.0446632,-485
12996,27.7408218,41.0198009,-485
14345,28.9812469,41.0109933,-485
15686,27.7249432,42.406997,-485
15727,27.7244282,42.4082487,-485
15729,27.7243423,42.4081377,-485
15817,27.6937491,42.4238604,-485
15831,27.6930141,42.423013,-485
15833,27.6929283,42.4226725,-485
15957,27.7226257,42.659906,-485
16182,27.6973915,42.4175005,-485
16636,24.7202054,42.370402,-485
16653,24.7202054,42.370402,-485
16655,24.7226715,42.3684373,-485
16656,24.7216415,42.3686909,-485
16660,24.7250748,42.3724956,-485
2168,24.9730182,40.9335844,-484
2368,24.9736834,40.9338113,-484
3083,25.3592824,41.0931259,-484
6341,27.7230549,42.6603479,-484
8360,27.6928425,42.4237575,-484
8400,27.6938725,42.4130649,-484
8831,27.6945591,42.4167402,-484
11782,27.718699,42.661342,-484
12994,27.8297424,41.0446632,-484
12996,27.7408218,41.0198009,-484
14345,28.9812469,41.0109933,-484
15686,27.7249432,42.406997,-484
15727,27.7244282,42.4082487,-484
15729,27.7243423,42.4081377,-484
15817,27.6937491,42.4238604,-484
15831,27.6930141,42.423013,-484
15833,27.6929283,42.4226725,-484
15957,27.7226257,42.659906,-484
16182,27.6973915,42.4175005,-484
16636,24.7202054,42.370402,-484
16653,24.7202054,42.370402,-484
16655,24.7226715,42.3684373,-484
16656,24.7216415,42.3686909,-484
16660,24.7250748,42.3724956,-484
2168,24.9730182,40.9335844,-483
2368,24.9736834,40.9338113,-483
3083,25.3592824,41.0931259,-483
6341,27.7230549,42.6603479,-483
8360,27.6928425,42.4237575,-483
8400,27.6938725,42.4130649,-483
8831,27.6945591,42.4167402,-483
11782,27.718699,42.661342,-483
12994,27.8297424,41.0446632,-483
12996,27.7408218,41.0198009,-483
14345,28.9812469,41.0109933,-483
15686,27.7249432,42.406997,-483
15727,27.7244282,42.4082487,-483
15729,27.7243423,42.4081377,-483
15817,27.6937491,42.4238604,-483
15831,27.6930141,42.423013,-483
15833,27.6929283,42.4226725,-483
15957,27.7226257,42.659906,-483
16182,27.6973915,42.4175005,-483
16636,24.7202054,42.370402,-483
16653,24.7202054,42.370402,-483
16655,24.7226715,42.3684373,-483
16656,24.7216415,42.3686909,-483
16660,24.7250748,42.3724956,-483
2168,24.9730182,40.9335844,-482
2368,24.9736834,40.9338113,-482
3083,25.3592824,41.0931259,-482
6341,27.7230549,42.6603479,-482
8360,27.6928425,42.4237575,-482
8400,27.6938725,42.4130649,-482
8831,27.6945591,42.4167402,-482
11782,27.718699,42.661342,-482
12994,27.8297424,41.0446632,-482
12996,27.7408218,41.0198009,-482
14345,28.9812469,41.0109933,-482
15686,27.7249432,42.406997,-482
15727,27.7244282,42.4082487,-482
15729,27.7243423,42.4081377,-482
15817,27.6937491,42.4238604,-482
15831,27.6930141,42.423013,-482
15833,27.6929283,42.4226725,-482
15957,27.7226257,42.659906,-482
16182,27.6973915,42.4175005,-482
16636,24.7202054,42.370402,-482
16653,24.7202054,42.370402,-482
16655,24.7226715,42.3684373,-482
16656,24.7216415,42.3686909,-482
16660,24.7250748,42.3724956,-482
2168,24.9730182,40.9335844,-481
2368,24.9736834,40.9338113,-481
3083,25.3592824,41.0931259,-481
6341,27.7230549,42.6603479,-481
8360,27.6928425,42.4237575,-481
8400,27.6938725,42.4130649,-481
8831,27.6945591,42.4167402,-481
11782,27.718699,42.661342,-481
12994,27.8297424,41.0446632,-481
12996,27.7408218,41.0198009,-481
