HeuristID,Longitude,Latitude,Year
2367,24.9732113,40.9336168,-560
2367,24.9732113,40.9336168,-559
2367,24.9732113,40.9336168,-558
2367,24.9732113,40.9336168,-557
2367,24.9732113,40.9336168,-556
2367,24.9732113,40.9336168,-555
2367,24.9732113,40.9336168,-554
2367,24.9732113,40.9336168,-553
2367,24.9732113,40.9336168,-552
2367,24.9732113,40.9336168,-551
2367,24.9732113,40.9336168,-550
2367,24.9732113,40.9336168,-549
2367,24.9732113,40.9336168,-548
2367,24.9732113,40.9336168,-547
2367,24.9732113,40.9336168,-546
2367,24.9732113,40.9336168,-545
2367,24.9732113,40.9336168,-544
2367,24.9732113,40.9336168,-543
2367,24.9732113,40.9336168,-542
2367,24.9732113,40.9336168,-541
2367,24.9732113,40.9336168,-540
12320,27.9598618,40.9674559,-535
12320,27.9598618,40.9674559,-534
12320,27.9598618,40.9674559,-533
12320,27.9598618,40.9674559,-532
12320,27.9598618,40.9674559,-531
12320,27.9598618,40.9674559,-530
12320,27.9598618,40.9674559,-529
12320,27.9598618,40.9674559,-528
12320,27.9598618,40.9674559,-527
12320,27.9598618,40.9674559,-526
12320,27.9598618,40.9674559,-525
12320,27.9598618,40.9674559,-524
12320,27.9598618,40.9674559,-523
12320,27.9598618,40.9674559,-522
12320,27.9598618,40.9674559,-521
12320,27.9598618,40.9674559,-520
12320,27.9598618,40.9674559,-519
12320,27.9598618,40.9674559,-518
12320,27.9598618,40.9674559,-517
12320,27.9598618,40.9674559,-516
12320,27.9598618,40.9674559,-515
8360,27.6928425,42.4237575,-510
12321,27.9702043,40.9826843,-510
12322,27.9697108,40.9834294,-510
8360,27.6928425,42.4237575,-509
12321,27.9702043,40.9826843,-509
12322,27.9697108,40.9834294,-509
8360,27.6928425,42.4237575,-508
12321,27.9702043,40.9826843,-508
12322,27.9697108,40.9834294,-508
8360,27.6928425,42.4237575,-507
12321,27.9702043,40.9826843,-507
12322,27.9697108,40.9834294,-507
8360,27.6928425,42.4237575,-506
12321,27.9702043,40.9826843,-506
12322,27.9697108,40.9834294,-506
8360,27.6928425,42.4237575,-505
12321,27.9702043,40.9826843,-505
12322,27.9697108,40.9834294,-505
8360,27.6928425,42.4237575,-504
12321,27.9702043,40.9826843,-504
12322,27.9697108,40.9834294,-504
8360,27.6928425,42.4237575,-503
12321,27.9702043,40.9826843,-503
12322,27.9697108,40.9834294,-503
8360,27.6928425,42.4237575,-502
12321,27.9702043,40.9826843,-502
12322,27.9697108,40.9834294,-502
8360,27.6928425,42.4237575,-501
12321,27.9702043,40.9826843,-501
12322,27.9697108,40.9834294,-501
8360,27.6928425,42.4237575,-500
12321,27.9702043,40.9826843,-500
12322,27.9697108,40.9834294,-500
16636,24.7202054,42.370402,-500
2368,24.9736834,40.9338113,-499
3083,25.3592824,41.0931259,-499
8360,27.6928425,42.4237575,-499
12321,27.9702043,40.9826843,-499
12322,27.9697108,40.9834294,-499
15817,27.6937491,42.4238604,-499
16636,24.7202054,42.370402,-499
2368,24.9736834,40.9338113,-498
3083,25.3592824,41.0931259,-498
8360,27.6928425,42.4237575,-498
12321,27.9702043,40.9826843,-498
12322,27.9697108,40.9834294,-498
15817,27.6937491,42.4238604,-498
16636,24.7202054,42.370402,-498
2368,24.9736834,40.9338113,-497
3083,25.3592824,41.0931259,-497
8360,27.6928425,42.4237575,-497
12321,27.9702043,40.9826843,-497
12322,27.9697108,40.9834294,-497
15817,27.6937491,42.4238604,-497
16636,24.7202054,42.370402,-497
2368,24.9736834,40.9338113,-496
3083,25.3592824,41.0931259,-496
8360,27.6928425,42.4237575,-496
12321,27.9702043,40.9826843,-496
12322,27.9697108,40.9834294,-496
15817,27.6937491,42.4238604,-496
16636,24.7202054,42.370402,-496
2368,24.9736834,40.9338113,-495
3083,25.3592824,41.0931259,-495
8360,27.6928425,42.4237575,-495
12321,27.9702043,40.9826843,-495
12322,27.9697108,40.9834294,-495
15817,27.6937491,42.4238604,-495
16636,24.7202054,42.370402,-495
2368,24.9736834,40.9338113,-494
3083,25.3592824,41.0931259,-494
8360,27.6928425,42.4237575,-494
12321,27.9702043,40.9826843,-494
12322,27.9697108,40.9834294,-494
15817,27.6937491,42.4238604,-494
16636,24.7202054,42.370402,-494
2368,24.9736834,40.9338113,-493
3083,25.3592824,41.0931259,-493
8360,27.6928425,42.4237575,-493
12321,27.9702043,40.9826843,-493
12322,27.9697108,40.9834294,-493
15817,27.6937491,42.4238604,-493
16636,24.7202054,42.370402,-493
2368,24.9736834,40.9338113,-492
3083,25.3592824,41.0931259,-492
8360,27.6928425,42.4237575,-492
12321,27.9702043,40.9826843,-492
12322,27.9697108,40.9834294,-492
15817,27.6937491,42.4238604,-492
