InputID,TargetID,Distance
Dionysopolis,Byzantion,2.52756938321
Dionysopolis,Nicopolis ad Istrum,2.53842061001
Dionysopolis,Augusta Traiana,2.70307635545
Dionysopolis,Seuthopolis,2.94170081228
Dionysopolis,Ainos,3.38001706468
Dionysopolis,Philippopolis,3.6228193636
Dionysopolis,Maroneia,3.63038404309
Dionysopolis,Sestos,3.64316700839
Dionysopolis,Abdera,4.02445532946
Dionysopolis,Nicopolis ad Nestum,4.70895179145
Dionysopolis,Serdica,4.87250004097
Dionysopolis,Municipium Montanensium,4.90910372713
Dionysopolis,Parthicopolis,5.19592520572
Dionysopolis,Heraclea Sintica,5.25030022159
Dionysopolis,Pautalia,5.57353992777
Abdera,Maroneia,0.553015909088
Abdera,Ainos,1.14038393273
Abdera,Philippopolis,1.22395141219
Abdera,Nicopolis ad Nestum,1.34167189266
Abdera,Sestos,1.59097167132
Abdera,Augusta Traiana,1.62520571573
Abdera,Seuthopolis,1.71825250474
Abdera,Hadrianopolis,1.75792143351
Abdera,Heraclea Sintica,1.78069161731
Abdera,Parthicopolis,1.79550592116
Abdera,Kabyle,2.22157490664
Abdera,Nicopolis ad Istrum,2.36976407365
Abdera,Serdica,2.40715847875
Abdera,Pautalia,2.64905335359
Abdera,Bizye,2.87141022349
Abdera,Perinthos,2.9905460587
Abdera,Municipium Montanensium,3.02420007874
Abdera,Apollonia Pontica,3.10955911066
Abdera,Mesambria Pontica,3.25836245333
Abdera,Selymbria,3.40422480944
Abdera,Marcianopolis,3.48470440214
Abdera,Odessos,3.72941735978
Abdera,Byzantion,3.99082225298
Abdera,Dionysopolis,4.02445532946
Marcianopolis,Odessos,0.331431402173
Marcianopolis,Mesambria Pontica,0.552671404934
Marcianopolis,Dionysopolis,0.583021794457
Marcianopolis,Apollonia Pontica,0.825223336372
Marcianopolis,Kabyle,1.29321107339
Marcianopolis,Bizye,1.67095906903
Marcianopolis,Hadrianopolis,1.86638038469
Marcianopolis,Nicopolis ad Istrum,1.97464543095
