Record ID,Personal name,Parent's name,Ethnic name,Partner's name,Grandparent's name,Comments
8700,"2211|728",,,,,
6919,"2211|868",,,,,
12622,"2211|2229",,,,,
4823,"2211|3476",,,,,
16100,"2211|16099|1508",,,,,
16250,"2211|997",,,"12426",,
6918,"2211|2241",,,,,
16120,"2211|2460",,,,,
6912,"2211|1085","1508",,,,
8459,"2211|2243",,"8458",,,
16497,"2211|16108",,,,,
16527,"2211|16526",,,,,
7302,"2211|1327",,,,,
8305,"2211|1347",,,,,
8920,"2211|2664",,"8919",,,
9478,"2211|1368",,,,,
12681,"2211|2252",,,,,
6915,"2211|1508",,,,,
16268,"2211|16266|2241",,,"16267",,
16102,"2211|16101","16103",,,,
7784,"2211|7783",,,,,
13894,"13892|13893",,,,,
8736,"8735",,,,,
9310,"9309",,,"161",,
15529,"15527","15528",,,,
8927,"8925|8926",,,,,
8092,"8091|3149|2658",,,,,
15378,"15377","390",,,,
15103,"15102","124",,,,
15837,"15836","1762",,,,
3972,"2445|2446",,,"14",,"wife of Afrodeisios"
16481,"10530",,,,,
5459,"2173|2182|2218",,,"2242",,"husband of Oualenteina, daughter of Oualens"
6715,"2173|2185",,,,,
4884,"2173|2185|3400",,,,,
8354,"2173|8353|2243",,,,,"veteran"
3882,"2173|2330","2176","1791",,,
4307,"2173|2724|2252","2724",,,,
16368,"2173|16367|3235",,,,,
10295,"2173|9242|796",,,,,
15863,"2173|2204|15862",,,,,
7904,"2173|2204|2257",,,,,
4569,"2173|2204|2261",,,,,
10228,"2173|2204|1514",,,,,
4250,"2173|2714|2715",,,,,
9465,"2173","212",,,,
16607,"2173","16605",,,,
15399,"2173","14038",,,,
16301,"2173","2173",,,,"son of Gaios Loukios Skotussaios Heraklotes"
4293,"2173","1057",,,,
16307,"2173","2175","16295",,"3713",
11560,"2173","1131",,,,
5462,"2173","4811",,,"141",
4611,"2173",,,,,
8727,"2173|2458|2185",,,,,
3991,"2173|2458|196",,,,,
4882,"2173|2458|2204",,,,,
3988,"2173|2458|264",,,,,
13929,"2173|2458",,"13928","8137",,
15471,"2173|2458",,"5756",,,
14318,"2173|2458",,"14317",,,
3997,"2173|2458|535",,,,,
3993,"2173|2458|647",,,,,
3994,"2173|2458|746",,,,,
14121,"2173|2458|14123","741",,,,
8906,"2173|2458|3674",,,,,
4780,"2173|2458|3146|3147",,,,,
4705,"2173|2458|3146|2241",,,,,
14107,"2173|2458|2252",,,,,
4883,"2173|2458|2361",,,,,
16553,"2173|2458|1616",,,,,
3998,"2173|2458|2461",,,,,
7180,"2173|6825|6827",,,,,
3888,"2173|2348|2349",,,,,
16298,"2173|2175",,"16295",,,
3989,"2173|2459|2460",,,,,
14057,"2173|14056|3732",,,,,
4988,"2173|1220",,,"4986",,
15258,"2173|15257|10872",,,,,
15867,"2173|15866|15862","1172",,,,"father of Gaios Oualerios Poudens, Oualerios Maximos, Poplios Ailios Poudens, soldiers and soldier, partner of Moukasokos, "
4704,"2173|3146|4703",,,,,
4021,"2173|2480",,"4022",,,
9125,"704","803",,,,
14419,"14418","12166",,,,
15398,"8728","14038",,,,
8730,"8728","8728",,,,
9820,"2222","2222",,,,
7821,"714","246",,,,
4631,"715",,,,,
10343,"716","2460",,,,
16614,"16613",,,,,
7187,"7186","7186",,,,
14094,"7186","9123",,,,
14033,"718","1119",,,,
15763,"14442|15761","15762",,,,
16588,"3692","16583",,,,
7751,"725","532",,,,
9197,"726",,,,,
16437,"5415","728",,,,
13881,"5415","966",,,,
14061,"14059","14060",,,,
4155,"728","123",,,,"brother of Kriton"
15023,"15022","797",,,,
15353,"15022","1092",,,,
15287,"15022","1124",,,,
4407,"729","1383",,"456","769",
4626,"4625",,,,,
8697,"732","341",,,,
14496,"732","1085",,,,
14105,"732",,,,,
5434,"733","318",,,,
16473,"2174",,,,,
6712,"2174|2664","2174",,,,
15438,"15437","14415",,,,
15061,"14963","15060",,,,
16513,"16512",,,"1476",,
7587,"7586",,,,,
15041,"14963","1119",,,,
15047,"15046","696",,,,
15130,"15046","15129",,,,
10373,"9781|817",,,,,
3894,"2358",,,,,
4189,"2358|2357|2634|2429|4188",,,,,
7212,"2358|1196",,,,,"father of Aurelios Makesatos"
4227,"2358|2429|2357|8016",,,,,"Roman emperor Hadrianus (117-138)"
5835,"743","794","5725","339",,"husband of Chrysin, daughter of Roufos"
15280,"743","1373",,,,
8184,"8183","280",,,,
16552,"8183","1476","16551",,,
16348,"8183",,,"16347",,
4432,"2810","4431",,,,
4570,"753","2873",,,,
15854,"15853","225",,"456",,
15568,"15567",,,,,
4764,"4762","4763",,,,
15638,"15636","15637",,,,
15816,"15814","15815",,,,
14035,"764","181",,,,
4722,"3202","63",,,,
15699,"766","15696",,,,
4266,"767","767",,,,
4262,"769","456",,,,
15599,"772","15598",,,,
15643,"772","836",,,,
16593,"16592",,,,,
14030,"774","1010",,,,
5485,"775","1267",,"512",,"husband of Douspieris, daughter of Posis"
5740,"779","2287",,,,
16540,"780",,,,,
5744,"784","20",,,,
5508,"784","842",,,,
5516,"784","878",,"3522",,"husband of Touta, daughter of Demonikos"
16078,"788","15051",,,,
15742,"15741","1150",,,,
4085,"789","104",,"120",,
4110,"789","200",,,,
16122,"791","16121",,,,
4132,"791","4131",,,,
4233,"791","487",,,,
10341,"791","1196",,,,
4351,"791","4350",,,,
4367,"791",,,"747",,
4606,"791",,,"2176",,
4182,"4181",,,,,
4513,"2833","135",,,,
15090,"2833","795",,,,
16317,"6457",,,,,
3876,"792","65",,,,
4298,"792","135",,,,
4281,"792","141",,,,
4284,"792","2720",,,,"Herakleides Deifilos L. maybe Lakedaimonios"
9322,"792","485",,,"1475",
4311,"792","577",,,,
8694,"792","1366",,,,
5727,"792","1529",,,,
4687,"792","1616",,,,
4176,"793","3891","1789",,,
5451,"794","402",,"3592",,"husband of Preima, Demetriou"
15235,"794","794",,,,
9022,"9021",,,,,
7101,"796",,,,,
9413,"4383",,,,,
12686,"799","2175",,,,
15120,"800","838",,,,
16187,"16185","16186",,,,
4219,"4218",,,,,
9221,"9219|9220",,,,,
14269,"14267","14268",,,,
15335,"14267","1128",,,,
16539,"803",,,,,
15112,"804","1663",,,,
15143,"810","15142",,,,
15432,"10012","76",,,,
15476,"10012","223",,,,
14459,"10012|14458",,,,,"slave of Aulos"
7572,"811",,,,,
15197,"812","1134",,,,
4448,"813","435",,,,
8087,"816","247",,,,
16053,"816","1196","16052",,,
4127,"819","1354",,,,
15612,"819","1646",,,,
3887,"820","464","3886",,,
4352,"824","1374",,,,
16608,"825","728",,,,
12688,"825",,,,,
6797,"826","1222",,,,
4163,"827","1126",,,,
3923,"828",,,"1580",,
10086,"829|10085",,,,,
4327,"4326",,,,,
15213,"15212","297",,,,
15971,"15970","67",,,,
4264,"832","1300",,,,
15303,"841","2287",,,,
5711,"842","129",,,,
5759,"842","474",,,,
5710,"842","842",,,,
5884,"842","3384",,,,
9920,"843|7394",,,,,
12641,"12640",,,,,
16254,"12467","997",,,,
4537,"846","2287",,,,
14082,"850","212",,,,
3900,"854","2371",,,,
10278,"855","10276",,,,
15813,"15811","15812",,,,
16658,"16657",,,,,
15170,"858","858",,,,
14027,"14026","56",,,,
4168,"862",,,,,
4798,"862",,"4797",,,
15652,"15651","661",,,,
15016,"15015","624",,,,
14093,"9123",,,"14092",,
16427,"16417|16426",,,,,
16418,"16417","683",,,,"daughter of Filippos and Selene"
16420,"16417","16419",,,,
4030,"866",,,,,
15492,"15491","12166",,,,
5515,"867","5514",,"2287",,
5713,"3508","141",,,,
5830,"3487","196",,,,
5456,"3487","756",,,,
9913,"9911",,,,,
4607,"2913",,,,,
4688,"868",,,,,
15396,"15394",,"16686",,,
5760,"3538",,,,,
7977,"7975","7976",,,,
15996,"3025",,,,,
12882,"870|675",,,,,
4755,"2997|2998",,,,,
11607,"2997|2242",,,,,
4236,"2229","4235",,,,
4689,"2229","497",,,,
16612,"2229","792",,,,
12791,"2229","1616",,,,
4761,"2229",,,"455",,
9166,"2229",,,,,
8128,"2458|8127",,,,,
11587,"2458|196",,,,,
4788,"2458","2176",,,,
16161,"2458|16160",,,,,
8924,"2458|692",,,,,
12637,"2458|868",,,,,
15869,"2458|2241","15862",,,,"son of Gaios Oualerios Poudens and Mokasokos, brother of Zaikadenthe"
6708,"2458|6707",,,,,
16163,"2458|16162",,,,,"brother of Ioulios Fausteinos"
7894,"7893","7881",,,,
13954,"877","4383",,,,
4751,"2191|3343",,,"3341",,"wife of Licinius Crassus"
10380,"882",,,,,
6673,"2193","6672",,,,
4662,"4660|4661",,,,,
9656,"884","8060",,,,
14252,"14251","1645",,,,
12653,"12652|5978",,,,,
3961,"3960|1529",,,,,
15384,"15383","794",,,,
8937,"887",,,,,
15724,"892",,,,,
15654,"15653","774",,,,
7099,"7098",,,,,
15323,"895","1095",,,,
15514,"15513","141",,,,
5796,"897","1151",,"3383",,"husband of Makou, daughter of Amyntor, grand daughter of Ieronymos"
14005,"906","896",,,,
15199,"15198","2287",,,,
12675,"6550|3443",,,,,
12671,"6550|1162",,,,,
7231,"7230",,,,,
4693,"919",,,,,
5471,"924",,,"613",,
3929,"928","3955","2401",,,
4000,"929","243",,,,
8493,"8492",,,,,
4561,"935","2173",,,,
4603,"936",,,,,
4563,"4562",,,,,
4296,"937","937",,,,
10047,"2195","306",,,,
16040,"16038","16039",,,,
3936,"2411|3935",,,,,
8737,"2411|2251",,,,,
4017,"2348|11",,"4232",,,"husband of Aurelia Kalliope, from Nikaia in Bithynia"
7853,"939","247",,,,
15082,"15080","15081",,,,
15250,"15080","1549",,,,
13985,"13983|13984",,,"8137",,
16333,"940","274",,,,
4555,"4554","1344",,,,
14171,"14170","176",,,,
16393,"16392",,,,,
7765,"2233","353",,,,
7854,"2233","519",,,,
4192,"2233","2176",,,,
7798,"2233","1085",,,,
7855,"2233","1442",,,,
8240,"2233|2202",,,,,
5891,"954",,,,,
16681,"16680",,,,,
3926,"3925","1625",,,,
4165,"963","702","2576",,,
15717,"15716",,,"766",,
13987,"8137|13986",,,"13983",,
8140,"8137|8139",,,,,
13931,"8137|13930",,,"2173",,
8319,"2234","508",,,,
10236,"2196",,,,,
7040,"2196|7039",,,,,
4750,"2196|688",,,,,
8911,"2196|2462",,,,,
9958,"2196|3712",,,,,
13924,"2196|2176","2196",,,,
13925,"2196|2176",,,,,
8740,"2196|1150",,,,,
4799,"2196|1377","1377",,,,
9857,"2196|1562",,,,,
15894,"968","15893",,,,
15885,"15883","15884",,,,
4356,"975",,,"384",,
15441,"15439","15440",,,,
14373,"977","2287",,,,
15039,"977","15035",,,,
3910,"977",,,"464",,
3920,"978",,,"1117",,
15469,"979","907",,"794",,
4739,"979","1361",,,,
4801,"979","1377",,,,"sister of Klaudios Potamon and Flavia"
15873,"979","10906",,,,
4454,"979",,,"135",,
4146,"979",,,,,
15932,"15931",,,,,
4723,"981","363",,,,
15951,"15950","223",,,,
16472,"13570",,,,,
4877,"4876",,,,,
5488,"3574","462",,,,
15004,"3191|15000","3191",,,,
15001,"3191|15000","2176",,,,
15276,"3191|6724|792",,,,,
6725,"3191|6724|6717",,,,,
8907,"3191|2204",,,,,
9039,"3191","3240",,,,
15389,"3191",,,,,
4769,"3191|3345|3346",,,,,
4009,"2467","1566",,,,
15020,"15019|3592",,,,,
15822,"988","225",,,,
14072,"13034",,,,,
4686,"3074",,,,,
4683,"4682",,,,,
8527,"8526","274",,,,
15025,"5938","2241",,,,
14246,"5938|13462",,,,,
14247,"2626|212",,,,,
4184,"2626|792",,,,,
7593,"2626|5978",,,,,
14260,"2626|1549",,,,,
3959,"993","3958",,,,
16668,"16667",,,,,
15122,"15121","800",,,,
16017,"994",,,,,
4805,"996","3453",,,,
16253,"16252","997",,,,
14511,"14510","1124",,,,
15110,"998|15109",,,,,
7190,"998","497",,,,
4001,"998","2464",,,,
7733,"998","930",,,,
8896,"998","1195",,,,
10223,"998","1434",,,,
16013,"998","1616",,,,
3875,"998",,,,,
16528,"2237|12516|2257",,,"7091",,
8714,"999",,,"8712",,
16093,"1008",,,,,
4665,"4664",,,,,
15680,"15678","15679",,,,
15018,"15017","196",,,,
16555,"15464",,,,,
15166,"15165","2287",,,,
6966,"1017",,,,,
14315,"3681","14314",,,,
16318,"2722",,,,,
4156,"1020","123",,,,"brother of Glaukos"
15045,"1020","141",,,,
5877,"1020","2287",,,,
15973,"1020","4112",,,,
15456,"15455","15435",,,,
3918,"1023",,,,,
4637,"3023",,,"4636",,
8138,"2179|2211|6789|272","597",,"8137",,"wife Klaudia Montana"
7053,"6789","449",,,,
6790,"6789",,,,,
9016,"9015",,,"8060",,
4215,"4213","4214",,,,
4627,"4213",,,,,
4787,"4222","4786",,,,
4223,"4222",,,,,
16554,"6991|10419|3690",,,,,
8490,"8488","8489",,,,
15263,"15262","1693",,,,
10287,"1035",,,,,
11673,"11672","10906",,,,
15595,"1037","1136",,,,
4147,"1038","1287",,,,
15485,"15220","15484",,,,
15221,"15220","2175",,,,
10384,"1042","683",,,,
4138,"4136","4137",,,,
4373,"1051",,,,,
4175,"2591|2182|2246",,,,,
4593,"2591|4592",,,,,
4752,"3341|3342",,,"2997",,"husband of Iulia Longina"
7921,"3434|7920",,,,,
15058,"2481","15057",,,,
14313,"2481|14306","3191",,,,
14307,"2481|14306",,,,,
15913,"2481|15912",,,,,"Πασσερηνία: the sparrow (Latin: passer) depicted in the relief clearly references the personal name,  ed.pr., who cites other Lollii on record in inscriptions from Byzantion."
4023,"2481|1695",,,,,
3999,"2462","2466",,,,
10322,"2462",,"10321",,,
15293,"12365|15292",,,,,
16522,"12365|16519|16520|16521",,,"399",,
8147,"3712","67",,,,
3963,"2240",,,,,"daughter of Kaisonios Sokrates and Aurelia Alexandra"
8950,"2175|2181|3674",,,,,
14079,"2175|54",,,,,
4031,"2175|2185",,,,,
3895,"2175|2185|2361",,,,,
4294,"2175|2721|2722",,,,,
9243,"2175|9242",,,,,
5464,"2175","2287",,,,
4582,"2175",,,,,
13939,"2175|2211|13938|2992",,,,,
9037,"2175|8925|8926",,,,,
15294,"2175|3960",,,,,
9997,"2175|2348|9996",,,,,
8952,"2175|3674",,,,,
6964,"2175|2626|2257",,,,,
16508,"2175|16506|562",,"16507",,,
6923,"2175|6920|6922",,,,,
6921,"2175|6920|2252",,,,,
6924,"2175|6920|1768",,,,,
14244,"2175|12522|3712",,,,,
14243,"2175|12522|12401",,,,,
14250,"2175|14241|2265|2591|561",,,,,
14242,"2175|14241|8199",,,,,
6722,"2175|2451|6721",,,,,
9378,"2175|3738|2361",,,,,
9462,"2175|3738|9461",,,,,
6834,"2175|2206|2261",,,,,
14249,"2175|14248|2257",,,,,
16260,"6610","26",,,,
10061,"6610","6610",,,,
14550,"14549",,,,,
12776,"9026","56",,,,
10096,"9026","9393",,,,
9044,"9026",,,,,
14254,"14253|1638",,,,,
3964,"2418|2419|2992","2418",,,,
15793,"15791","15792",,,,
15363,"15362","171",,,,
15311,"15310","1124",,,,
11572,"1064","335",,,,
15148,"15146",,,"15147",,
16184,"1065","860",,,,
15494,"15493","497",,,,
15191,"15190","135",,,,
16304,"1068","16302",,,,
4258,"1068","1152",,,,
4959,"3761",,,"792",,
4964,"3758","196",,,,
9980,"9979|8127",,,,,
4741,"1070","4359",,,,
14284,"14283",,,,,
4810,"1074","274",,,,
5883,"3383","85",,"842",,"wife of Hestiaiois Kounoutos"
5797,"3383","85",,,"847",
5411,"3383","141",,,,
4976,"2201|2262",,,,,
5490,"3391","124",,,,
15222,"3391","6688",,,,
5826,"3391","200",,"1471",,"wife of Serapion, son of Demetrios"
15304,"3391","841",,,,
5409,"3391","1150",,,,
5845,"3391","3390",,"3390",,
5828,"3391","1708",,,,
5469,"3391","1762",,,,
5004,"3391",,,,,
15881,"1078",,,"2287",,
15342,"15341","15339",,,,
15242,"15241","2287",,,,
16243,"16242",,,,,
4700,"4699",,,,,
4651,"4650",,,,,
13945,"1086",,,,,
14259,"2452","14258",,,,
9254,"2452",,,,,
4208,"2688|2689",,,,,
15024,"2688","2287",,,,
16291,"2688|16290",,,,,
7984,"2688|6860|11030",,,,,
9145,"9144",,,,,
15108,"2659","1644",,,,
9833,"2176|2181|1469",,,,,
15002,"2176|15000","2176",,,,
6793,"2176|2185",,,,,
15131,"2176|2185|2929",,,,,
15111,"2176|2185|6622",,,,,
8916,"2176|2185|1740",,,,,
7888,"2176|2189|7887|2179",,,,,
4937,"2176|2189|2609",,,,,
6762,"2176|2189|6761",,,,,"brother of Moukianos"
6771,"2176|2189|135",,,,,
8270,"2176|2189|6794",,,,,
10199,"2176|2189|449",,,,,
16212,"2176|2189|641|6717",,,,,
16524,"2176|2189|6622",,,,,
8274,"2176|2189|1196",,,,,
4791,"2176|2189|3146",,,,,
4240,"2176|2189|2261|56|6656",,,,,
5500,"2176|2189|1513",,,,,
16144,"2176|2189|16143","15174",,,,
4257,"2176|2717|2715",,,,,
4280,"2176|2717|2243",,,,,
15003,"2176","15000",,,,
12876,"2176","12875",,,,
8854,"2176","738",,,,
15397,"2176","2176",,,,
10000,"2176","1594",,,,
8241,"2176","1688",,,,
4605,"2176",,,"791",,
4792,"2176|2458|683",,,,,
14108,"2176|2196|2257",,,,,
7034,"2176|7033",,,,,
16366,"2176|2203|11398",,,,,
15461,"2176|15460|456",,,,,
3881,"2176|2324","2176","1791",,,
14483,"2176|14482","2176",,,,
3979,"2176|2451|2454",,,,,
3975,"2176|2451|2452",,,,,
9971,"2176|7042|9970",,,,,
8342,"2176|2412|2953",,,,,
8343,"2176|2412|149",,,,,
3937,"2176|2412|249",,,,,
8418,"2176|2412",,,,,
6780,"2176|2412|6779",,,,,
4241,"2176|2412|3013",,,,,
6842,"2176|2412|6840|6841",,,,,
4180,"2176|2177",,"1791",,,
4878,"2176|3303|3304",,,,,
16265,"2176|16263|2241","16263",,,,
16264,"2176|16263|2241",,,,,
5722,"1087","5428",,,,
11543,"3107","243",,,,
16395,"1089",,,,,
14393,"1092","154",,,,
15139,"1092","1183",,,,
14386,"1093","616",,,,
15196,"1093","812",,,,
14375,"1093","1493",,,,
15386,"15385","794",,,,
15977,"1095","15978",,,,
15322,"1095","895",,,,
15436,"1095","15435",,,,
14997,"1096","141",,,,
4634,"2958",,,,,
13898,"12411",,,"2179",,"second wife of Titos Porfanos"
4685,"3073",,,,,
4310,"2241|2189",,,,,
16159,"2241","2241",,,,
10387,"2241","1581",,,,
16158,"2241",,"16157",,,
4681,"4680",,,,,
10353,"1100","8006",,,,
15719,"1102","15718",,,,
3874,"1104","226",,,,
14007,"1110","765",,,,
15332,"15330",,,"15331",,
15374,"15372|2176",,,,,
5833,"1117","56",,,,
14544,"1119","14543",,,,
13882,"1119","134",,,,
5021,"1119","196",,"3638",,
4994,"1119","456",,,,
15040,"1119","1119",,,,
3917,"1119","1546",,,,
4881,"1119",,,,,
13884,"13883","1126",,,,
14999,"13883","14998",,,,
16180,"16179","1373",,,,
15286,"1124","15285",,,,
15451,"1124","1128",,,,
15503,"1124","2177",,,,
4309,"1124","1663",,,,
14024,"14023",,,,,
5799,"1127","196",,,,
14009,"14008","140",,,,
15185,"14008",,,,,
15617,"15616","1136",,,,
14412,"1128","356",,,,
15463,"1128","359",,,,
15496,"1128","15495",,,,
15486,"1128","804",,,,
14238,"1128","1128",,,,
15326,"12166","15325",,,,
15167,"12166","2287",,,,
15145,"12166","12166",,,,
15490,"12166","15489",,,,
15106,"12166","1708",,,,
15357,"1132","1132",,,,
4532,"1133","4531",,,,
14333,"1133","14331",,,,
14503,"1134","8728",,,,
4252,"1134","1134",,,,
15508,"1134","15449",,,,
15623,"15621","15622",,,,
14416,"14414","14415",,,,
4966,"1139","1139",,"4965",,
5430,"1139","1222",,"3541",,"husband of Anni, daughter of Xenon, granddaughter of Autokrates"
12788,"1142",,,,,
3928,"1149",,,"213",,
15707,"15706","452",,,,
3931,"1150","176",,,,
15650,"1150","551",,,,
4553,"1150","688",,,,
14280,"1150","14279",,,,
15524,"1150","2176",,,,
8913,"1150","8912",,,,
4361,"1150",,,,,
4164,"1151","200",,,"1079",
4111,"1151","798",,,,
4261,"1151","1151",,,,
4393,"1151","4392",,,,
4203,"1152","829",,,,
4353,"1152","833",,,,
4170,"1152",,,,,
4091,"1153","1226",,,,
4133,"1154","831",,,,
4092,"1154","1151",,,,
4368,"1157","229",,,,
4676,"1157","814",,,,
4354,"1157",,,"1536",,
15855,"10572",,,"774",,
15483,"1159","361",,,,
15279,"1162",,,"15278",,
15521,"10777",,,,,
14037,"14036","1130",,,,
8889,"1169",,,,,
15162,"1170","1184",,,,
4002,"1170","1433",,,,
8339,"1170",,,,,
9386,"1171","485",,,,
15454,"15453","2454",,,,
7174,"1175",,,,,
14397,"1179","1095",,,,
4870,"2460","3240",,,,
15507,"15063","15449",,,,
4382,"1182",,,"173",,
4369,"1183","325",,,,
15079,"1183","1128",,,,
15446,"1184","14128",,,,
15237,"15236",,,,,
7747,"1188","484",,,,
7198,"1189","7197",,,,
8482,"1189","1194",,,,
7576,"7575","247",,,,
10059,"1190","274",,,,
8436,"1190","349",,,,
9504,"1190","2454",,,,
10361,"1190","487",,,,
8327,"1190","1369",,,,
8393,"1190",,,,,
9391,"9390","1255",,,,
7746,"1085","122",,,,
8449,"1085","247",,,,
7758,"1085","274",,,,
7200,"1085","7199",,,,
10055,"1085","2454",,,,
7759,"1085","507",,,,
7782,"1085","517",,,,
7872,"1085","1085",,,,
7724,"1085","1194",,,,
7201,"1085","4852",,,,
6818,"1085","6237",,,,
6815,"1085",,,,,
10368,"10367","2933",,,,
7864,"1191","1194",,,,
10285,"1191","1741",,,,
8993,"1191",,,,,
16444,"1192","485",,,,
16343,"1192","14536",,,,
16350,"1192","1278",,,,
16021,"1192|485",,,"195",,
8160,"6640","1065",,,,
7613,"1194","233",,,,
7725,"1194","243",,,,
7778,"1194","247",,,,
7616,"1194","7615",,,,
6566,"1194","274",,,,
7766,"1194","295",,,,
7787,"1194","307",,,,
7858,"1194","310",,,,
7738,"1194","317",,,,
10398,"1194","10085",,,,
7800,"1194","7799",,,,
7777,"1194","423",,,,
7203,"1194","7202",,,,
7617,"1194","2454",,,,
7875,"1194","478",,,,
7871,"1194","7870",,,,
7859,"1194","497",,,,
7861,"1194","7860",,,,
7802,"1194","532",,,,
7739,"1194","535",,,,
7736,"1194","7731",,,,
7192,"1194","7191",,,,
7857,"1194","7856",,,,
6932,"1194","2233",,,,
9545,"1194","9544",,,,
10234,"1194","998",,,,
8711,"1194","999",,,,
7173,"1194","7172",,,,
7757,"1194","1085",,,,
7726,"1194","1194",,,,
7735,"1194","7734",,,,
7801,"1194","1442",,,,
7776,"1194","1452",,,,
7873,"1194","1476",,,,
7737,"1194","1562",,,,
12782,"1195","489",,,,
9541,"1195","579",,,,
8260,"1195",,,,,
15133,"15132",,,,,
14114,"14112","14113",,,,
7906,"1196","2212",,,,
7896,"1196","7895",,,,
7803,"1196","2452",,,,
7905,"1196","1085",,,,
16042,"1196","16041",,,,
8251,"1196","8006",,,,
12632,"1196","12631",,,,
16371,"1196","1757",,,,
6763,"1196",,,,,
7275,"1196",,"14074",,,
10233,"1197",,"8961",,,
14115,"14113","12111",,,,
7768,"7767",,,,,
16474,"2203",,,,,
15006,"15005","23",,,,
8731,"1198",,,,,
4742,"1200","135",,,,
4721,"1202","3199",,,,
16280,"16278","16279",,,,
5466,"3589","784",,,,
9216,"3589","2462",,,,
3911,"1211","1310",,,,
15260,"15259","1540",,,,
15413,"14421","141",,,"1134",
14423,"14421","14422",,,,
9132,"1221","212",,,,
8439,"1221","1190",,,,
4538,"1222","1222",,,,
5473,"1222","1702",,"1771",,"husband of Zoukepistos, daughter of Hellen"
4283,"4282","846",,,,
15309,"15295","56",,,,
15512,"15295","141",,,,
15296,"15295","2175",,,,
4758,"1223","4213",,,,
4990,"3649","3650",,,,
15984,"15983","359",,,,
14534,"14531|14532|14533","14531",,,,
16629,"16627","16628",,,,
16448,"16447",,,,,
4776,"4773","4774",,,"4775",
4118,"1228","1384",,,,
4106,"4104","4105",,,,
14381,"1231","14380",,,,
3927,"1232","213",,,,
16345,"16344","1192",,,,
4094,"1233","4093",,,,
3932,"1236","1113",,,,
16274,"15074",,,"213",,
15337,"15336","1010",,,,
4086,"2501",,"2502",,,
4635,"3021",,,,,
14440,"14439",,,,,
5413,"1248","20",,"291",,"husband of Blosti Zenidos"
5848,"1248","20",,"5846",,
4995,"1248","196",,,,
5012,"1248","784",,,,
4202,"1248",,,,,
4528,"4526","1151",,,,"isseud by demos in Ainos"
15187,"15186",,,,,
3943,"3942",,,,,
10346,"10345","521",,,,
9420,"1260","485",,,,
15038,"15037","141",,,,
15462,"15037","1757",,,,
14190,"12218","14189",,,,
9862,"9859","2196",,,,"son of Klaudios Spartokos, brother of Rymetalkas"
14456,"14454","14455",,,,
16257,"16256","997",,,,
15475,"1267","390",,,,
9957,"1267","2196",,,,"Klaudios Loukianos"
4733,"1272",,,,,
4534,"2847|4533",,,,,
14177,"14174","14176","14175",,,
5460,"2242","2243",,,,
7229,"7228","451",,,,"mother Kandideia"
4244,"4243",,,,,
16362,"6506|195",,,,,
9013,"6506",,,,,
7907,"2243","2243",,,,
15094,"15093|14109",,,,,
9211,"9210",,,,,
8954,"3146",,,,,
9018,"9017",,,,,
4224,"2707",,,,,
8851,"7042|1616",,,,,
7044,"3713","2253",,"127",,
16300,"3713|16299",,,,,
8419,"3713|1380",,,,,
11566,"2412","6135",,,,
9607,"2412|374",,,,,
6925,"2412|6922",,,,,
4581,"2412|4580",,,,,
9475,"2412|812",,,,,
6926,"2412|3235",,,,,
9471,"2412|2234",,,,,
6787,"2412|2177|625",,,,,
9617,"2412|9616",,,,,
8942,"8941|2251",,,,,
14340,"14338|14339",,,,,
7583,"7582",,,,,
16349,"1278","1192",,"1082",,
15808,"1280","15807",,,,
12873,"1281",,,,,
9577,"9576","2252",,,,
15096,"15095","14109",,,,
16450,"16449",,,,,
16109,"16108","6622",,,,
4644,"1286",,,,,
16643,"1290",,,"1638",,
9072,"1294",,,,,
15182,"1297","100",,,,
15506,"1297","2591",,,,
8729,"2245","8728",,,,
9268,"2779","683",,,,
15317,"1300","2195",,,,
16363,"10967","2287",,,,
4185,"1302","234",,,,
4583,"1304",,,,,
5489,"1307","2814",,"3391",,"husband of Mama, daughter of Antipatros"
4267,"1307","1049",,,,
4319,"1307","4318",,,,
15067,"15066","141",,,,
3970,"1308","113",,,,
5410,"1310","1183",,"3383",,"husband of Makou Apolloniou"
5421,"1312","129",,,,
15272,"15271","462",,,,
15642,"15641","1150","5347",,,
9923,"9922",,,,,
14388,"6211","696",,,,
15253,"8278","14957",,,,
4122,"1318","470",,,,
4123,"1318","1319",,,,
15315,"12426","449",,,,
16251,"12426",,,"997",,
15520,"12426",,,,,
10051,"7263","2257",,,,"Rhoufos, son of Eidianos"
16645,"2246",,,,,
4027,"4026",,,,,
14449,"14448","797",,,,
4179,"1320","430","2617",,,
10292,"10291",,,,,
15410,"6373","135","15409",,,
8484,"1323","1710",,,,
3896,"1325","3897",,,,
14041,"14040","709",,,,
16048,"16046","16047",,,,
15943,"15942",,,,,
15517,"15516","829",,,,
9837,"9836",,,,,
4767,"3403",,,,,
8432,"1338","5078",,,,
7194,"1338","7195",,,,
15033,"15032","607",,,,
14263,"14261|14262",,,,,
16213,"11034",,,,,
16177,"16176",,,,,
5391,"1347",,,"5390",,
16051,"16050","16047",,,,
15314,"14109","449",,,,
15502,"14109","2177",,,,
14110,"14109",,,,,
15124,"14109|15095|15022","15123",,,,
4716,"1350","4715",,,,
4711,"1354","860",,,,
16215,"16214|56",,,,,
3904,"1365","776",,,,
15975,"1365",,,"15974",,
9296,"7676|8093",,,,,
