Heurist ID|Administrative keywords|Formulaic keywords|Honorific keywords|Religious keywords|Epithet|Collective group names|Geographic names|Person|
3704 | Autokrator, Hypatos, Kaisar, Presbeutes kai antistrategos, Boule, Demos, | | | thea, archiereus, | | | Nikopolis / Neikopolis pros Istro, | Ioulia, Domna, child of, partner of, grandchild of, (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Loukios, Septimios, Geta, child of, partner of, grandchild of, Loukios, Ioulios, Fausteineianos, child of, partner of, grandchild of, | 
3705 | Kaisar, Autokrator, Hypatos, Presbeutes kai antistrategos, Boule, Demos, | Anestesen, | | theos, | | | Oulpia Neikopolis, | Loukios, Septimios, Geta, child of, partner of, grandchild of, (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of Germanikos, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Oulpianos, child of, partner of, grandchild of, | 
3707 | Autokrator, Hypatos, Presbeutes kai antistrategos, Boule, Demos, | Agathe tyche, Anestesen, | | theos, | | | Oulpia Neikopolis, | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Antoneinos, child of, partner of, grandchild of, Kommodos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Oulpianos, child of, partner of, grandchild of, | 
3708 | Autokrator, Kaisar, Presbeutes kai antistrategos, Boule, Demos, | Anestesen, | | theos, | | | Oulpia Neikopolis, | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Antoneinos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Oulpianos, child of, partner of, grandchild of, | 
3709 | Autokrator, Kaisar, Boule, Demos, | Anestesen, | | theos, | | | Oulpia Neikopolis, | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Antoneinos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Oulpianos, child of, partner of, grandchild of, | 
3710 | Autokrator, Hypatos, Kaisar, Presbeutes kai antistrategos, Boule, Demos, | Agathe tyche, | | thea, archiereus, | | | Oulpia Neikopolis, | Ioulia, Domna, child of, partner of, grandchild of, (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Oulpianos, child of, partner of, grandchild of, | 
3711 | Autokrator, Kaisar, Hypatos, | Anestesen, | | archiereia, theos, | | | | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Antoneinos, child of, partner of, grandchild of, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, Markos, Antoneinos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, Markos, Ioulios, Loukianos, child of, partner of, grandchild of, Oulpia, Agrippeina, child of, partner of, grandchild of, | 
3715 | Autokrator, Kaisar, Demos, | Anestesen, | | thea, | | Romaioi, | | Ioulia, Domna, child of, partner of, grandchild of, Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Antoneinos, child of, partner of, grandchild of, Markos, Iounios, Loukianos, child of, partner of, grandchild of, Oulpia, Agrippeina, child of, partner of, grandchild of, | 
3717 | Autokrator, Kaisar, Demos, | | | thea, | | Romaioi, | | Ioulia, Domna, child of, partner of, grandchild of, Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Antoneinos, child of, partner of, grandchild of, | 
3718 | Boule, Demos, Polis, | Agathe tyche, Anestesen, | | | | | Nikopolis / Neikopolis pros Istro, | Ioulia, Sebasta, child of, partner of, grandchild of, | 
3719 | Autokrator, Kaisar, Boule, Demos, Polis, | Anestesen, | | theos, | | | Nikopolis / Neikopolis pros Istro, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Antoneinos, child of, partner of, grandchild of, Antoneinos, Sebastos, child of Antoneinos, partner of, grandchild of, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, | 
3720 | Autokrator, Kaisar, Boule, Demos, Polis, | Agathe tyche, | | theos, | | | Nikopolis / Neikopolis pros Istro, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, | 
3721 | Kaisar, Polis, Hypatos, Presbeutes kai antistrategos, | Agathe tyche, Anestesen, | | | | | Nikopolis / Neikopolis pros Istro, | Gaios, Ioulios, Maximos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Loukillianos, child of, partner of, grandchild of, | 
3723 | | | | | | | | Loppos, child of, partner of, grandchild of, Maximos, child of, partner of, grandchild of, | 
3725 | Autokrator, Boule, Demos, Polis, Hypatos, | Agathe tyche, Anestesen, | | thea, | | | Nikopolis / Neikopolis pros Istro, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Ioulia, Mamaia, child of, partner of, grandchild of, Gaios, Messios, Kuintos, Traianos, Dekkios, child of, partner of, grandchild of, Aurelios, Theodotos, Nisbenos, child of, partner of, grandchild of, | 
3730 | Autokrator, Kaisar, Hypatos, Boule, Demos, Polis, Presbeutes kai antistrategos, | Agathe tyche, | Filotimos, | archiereus, | | | Nikopolis / Neikopolis pros Istro, | Markos, Antonios, Gordianos, child of, partner of, grandchild of, Tyllios, Menofilos, child of, partner of, grandchild of, Antonios, Felix, child of, partner of, grandchild of, | 
3733 | Autokrator, Kaisar, Boule, Demos, Polis, Hypatos, Presbeutes kai antistrategos, | Agathe tyche, | Filotimos, | archiereus, | | | Nikopolis / Neikopolis pros Istro, | Markos, Antonios, Gordianos, child of, partner of, grandchild of, Toullios / Tullios, Menofilos, child of, partner of, grandchild of, Ioulios, Ioulianos, child of, partner of, grandchild of, Poplios, Ailios, Menianos, child of, partner of, grandchild of, | 
3736 | Kaisar, | Agathe tyche, | | archiereus, theos, | | | Nikopolis / Neikopolis pros Istro, | Ioulios, Ioulianos, child of, partner of, grandchild of, | 
3737 | Autokrator, Kaisar, Boule, Demos, Polis, Hypatos, Presbeutes kai antistrategos, | Anestesen, | | | | | Nikopolis / Neikopolis pros Istro, | Markos, Antonios, Gordianos, child of, partner of, grandchild of, Sabinia, Trankylleina, child of, partner of, grandchild of, Prosios, Tertoullianos, child of, partner of, grandchild of, | 
3740 | Boule, Demos, Polis, Hypatos, Presbeutes kai antistrategos, | Anestesen, | | | | | Nikopolis / Neikopolis pros Istro, | Klaudios, Natalianos, child of, partner of, grandchild of, Asklepiodoros, Asklepiades, child of, partner of, grandchild of, Persikos, child of, partner of, grandchild of, | 
5042 | Kaisar, Hypatos, Presbeutes kai antistrategos, | Anestesen, | Filotimia, | | | | | Ouitennios, Ioubenios/Iouvenios, child of, partner of, grandchild of, Ioulios, Eutyches, child of, partner of, grandchild of, | 
5060 | | Kateskeuasen, | | | | | | | 
5063 | | | | | | | | Markos, Aurelios, Unknown, child of, partner of, grandchild of, | 
5065 | Boule, Demos, | Anestesen, | | | | | Oulpia Neikopolis, Istros, | | 
5066 | Autokrator, Kaisar, Hypatos, | | | | | | | | 
5067 | Presbeutes kai antistrategos, | | | | | | | | 
5068 | | | | | | | | | 
5070 | | | | | | Romaioi, | | | 
5071 | | | | | | | | | 
5072 | | | | | | | | | 
5073 | | | | | | | | | 
5074 | | | | Themis, bomos, | | Makedones, | | Basilianos, child of, partner of, grandchild of, Kerdosyne, child of, partner of, grandchild of, | 
6053 | Boule, | Agathe tyche, | | hierea, | | | | Protarchos, Bales (Ouales, Valens), child of, partner of, grandchild of, Zenon, child of, partner of, grandchild of, | 
6057 | Polis, | Anestesen, Charin, | | | | | | | 
6058 | Autokrator, Kaisar, Hypatos, Boule, Demos, Presbeutes kai antistrategos, | Chaire, Psefizomai, | | theos, archiereus, | | Neikopolitai, Barbaroi, | Istros, | Markos, Antoneinos, child of, partner of, grandchild of, Germanikos, child of, partner of, grandchild of, Kommodos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Hadrianos, child of, partner of, grandchild of, Traianos, child of, partner of, grandchild of, Neroua, child of, partner of, grandchild of, (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Oouinios, Tertyllos, child of, partner of, grandchild of, | 
6134 | Autokrator, Kaisar, Demos, Presbeutes kai antistrategos, Boule, Polis, | Agathe tyche, | Filotimos, | archiereus, archiereia, | | Romaioi, | Oulpia Neikopolis, Nikopolis / Neikopolis pros Istro, | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Loukios, Aurelios, Oueros, child of, partner of, grandchild of, Fausteina, child of, partner of, grandchild of, Appios, Klaudios, Martiales, child of, partner of, grandchild of, Minikios, O[?], child of, partner of, grandchild of, Minikia, Firmina, child of Minikios, partner of, grandchild of, | 
6142 | | | | | | | | Klaudios, Hermes, child of Sokrates, partner of, grandchild of, Porkios, Euandros, child of, partner of, grandchild of, Pardalas, Be[?], child of, partner of, grandchild of, | 
6148 | | | | | | | | Balerios (Valerios, Oualerios), Ioustinos / Iousteinos, child of, partner of, grandchild of, Heraklianos / Herakleianos, child of Balerios (Valerios, Oualerios), partner of, grandchild of, Balerios (Valerios, Oualerios), Theodotos, child of Ioustinos / Iousteinos, partner of, grandchild of, Balerios (Valerios, Oualerios), Ioustinos / Iousteinos, child of, partner of, grandchild of, Ioulios, Balerios (Valerios, Oualerios), child of, partner of, grandchild of, | 
6155 | | | | | | | | Ailios, Apolinaris, child of, partner of, grandchild of, Ailios, Maximos, child of, partner of, grandchild of, Klaudios, child of Apollonios, partner of, grandchild of, Neikon, child of Hieron, partner of, grandchild of, | 
6161 | Autokrator, | Anetheken, Euchen, | | Zeus, Hera, Athena, | Olympios, | Neikopolitai, | | Hadrianos, child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Ailios, Konon, child of, partner of, grandchild of, Oul[pios]?, Se[m]promios?, child of, partner of, grandchild of, Sabinos / Sabeinos, child of, partner of, grandchild of, | 
6168 | Argyrotamias, Arche, Polis, | Agalma, Anestesen, | | Zeus, Hera, Athena, | Olympios, | | | Tiberios, Klaudios, Preiskeinos, child of, partner of, grandchild of, | 
6347 | Autokrator, Presbys, | Agathe tyche, Anestesen, | | Zeus, Hera, Athena, | | | | Theagenes, child of, partner of, grandchild of, | 
6349 | | Agathe tyche, Anestesen, | | Zeus, Hera, Athena, bomos, | Olympios, Zygia, Polias, | Neikaios, | | Loukas, child of Zenon, partner of, grandchild of, | 
6354 | | Agathe tyche, Anestesen, | | Zeus, Hera, Hieroneikes, | Olympios, Zygia, | Neikaios, | | Di., child of Klaudios, partner of, grandchild of, | 
6357 | Polis, Hypatos, | Agathe tyche, | | Zeus, | Keraunios, | | | Augoustos, Maximos, child of, partner of, grandchild of, Paternos, child of, partner of, grandchild of, | 
6363 | | Agathe tyche, Euchen, Charin, Anestesen, | | Zeus, | Keraunios, | | | Dekmia, Epiktesis, child of, partner of, grandchild of, Dekmias, Sapios, child of, partner of, grandchild of, | 
6368 | | | | hiereus, | | | | Chrestos, Deu[?], child of, partner of, grandchild of, Aurelios, Heraklianos / Herakleianos, child of, partner of, grandchild of, | 
6372 | | Anestesen, | | | | | | Peison, child of Akylas, partner of, grandchild of, | 
6375 | | | | | | | | Zisuras, child of, partner of, grandchild of, | 
6378 | | Agathe tyche, Charisterion, | | theos, Heracles, bomos, | | Neikaios, | | Maximos, child of Theodoros, partner of, grandchild of, Neikomedes, child of, partner of, grandchild of, | 
6382 | | Euchen, | | | | | | Dorzas, child of, partner of, grandchild of, | 
6462 | | Eucharisterion, | | | | | | | 
6463 | | Agathe tyche, | | theos, | | | | Moukazenis, child of Auloukenthos, partner of, grandchild of, Sabazios, Arsilenos, child of, partner of, grandchild of, | 
6468 | | | | kyrios, | | | | Sabazios, Arsilenos, child of, partner of, grandchild of, | 
6469 | Bouleutes, | Eucharisterion, | | thea, Zeus, Helios, | | | | Sabazios, Arsilenos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Asianos, child of, partner of, grandchild of, |
6472 | | Agathe tyche, Kateskeuasen, Eucharisterion, | | Helios, Mithra, theos, | | | | Aurelios, Markos, child of, partner of, grandchild of, | 
6474 | Boule, Demos, | Agathe tyche, Anestesen, | | bomos, | | | Oulpia Neikopolis, | Feleix, child of Moukaporis, partner of, grandchild of, Hosios, child of, partner of, grandchild of, Dikaios, child of, partner of, grandchild of, | 
6480 | Autokrator, Bouleutes, | | | | | | | L[?], Klaudios, Montanos, child of, partner of, grandchild of, | 
6483 | | Etheke, | | thea, | Epekoos, | | | Loukios, child of Andronikos / Androneikos, partner of, grandchild of, | 
6485 | | Eucharisterion, Anetheken, | | theos, heros, | | | | Kornelios, Aneiketos, child of, partner of, grandchild of, | 
6487 | | | | theos, | | | | Chrestion, child of, partner of, grandchild of, Iounios, child of, partner of, grandchild of, | 
6492 | Fyle, | Agathe tyche, | | | | | | Athenais, child of, partner of, grandchild of, | 
6495 | | | | | | | | Sabinos / Sabeinos, child of, partner of, grandchild of, | 
6496 | Polis, Tamias, | Charin, Etheke, Mnema,Mneme, Chairete, Parodita,Parodeita, | | theoi katachthoneioi, | | | | Aurelios, Sabastianos, child of, partner of, grandchild of, Aurelia, Sabine / Sabina, child of, partner of, grandchild of, Nenes, Aurelia, Sabine / Sabina, child of, partner of, grandchild of, | 
6503 | | Chaire, Parodita,Parodeita, | | theoi katachthoneioi, | | | | Kornelios, Ioulianos, Gaios, child of Neikomedes, partner of, grandchild of, Gaios, Kornelios, Pollio, child of, partner of Oualeria, grandchild of, Kornelia, child of, partner of, grandchild of, | 
6535 | | Anestesen, | | theoi katachthoneioi, bomos, | | | | Heraklianos / Herakleianos, child of Asklepiades, partner of, grandchild of, Oualeria, child of Asklepiades, partner of, grandchild of, | 
6538 | Fyle, | Kateskeuasen, | | theoi katachthoneioi, | | Neikaios, | | Gaios, child of Bianor, partner of, grandchild of, Kapitoleines, child of, partner of, grandchild of, | 
6542 | | Mneias, Charin, | Filotimos, | | | | | Aurelios, Onesion, child of Diomedes, partner of, grandchild of, Kaleikrateia, child of Markianos / Markeianos, partner of, grandchild of, | 
6546 | Politai, | Kateskeuasen, | | theoi katachthoneioi, | | | | Kalpournios, Gaios, child of, partner of, grandchild of, Karpos, child of, partner of, grandchild of, Apollonias, child of, partner of, grandchild of, Eutychis, child of, partner of, grandchild of, Chreste, child of Chrestos, partner of, grandchild of, | 
6562 | | Mnema,Mneme, Charin, Stele, Anestesen, | | theoi katachthoneioi, | | | | Asklas, child of Chrestos, partner of, grandchild of, Chrestos, child of, partner of, grandchild of, | 
6565 | | Anestesen, Stele, | | | | | | Moukatralis, child of Beithys, partner of, grandchild of, Beithys, child of Louppos, partner of, grandchild of, | 
6583 | | | | | | | | | 
6585 | | Euchen, | | | | | | Kallimorpos, child of, partner of, grandchild of, | 
6588 | | Euchen, | | Dionysus, Heracles, | | | | Mestrios, Maximos, child of, partner of, grandchild of, | 
6602 | | Eucharisterion, | | Artemis, | | | | Olympeia / Olympia, Markia, child of, partner of, grandchild of, | 
6605 | | Anetheken, | | | | | | Ailios, Moschianos, child of, partner of, grandchild of, | 
6608 | | Euchen, | | kyrios, Heracles, | | | | Loukis, child of, partner of, grandchild of, | 
6612 | Bouleutes, | Epoiesen, Charin, | | hiereus, | | Romaioi, | | Klaudios, Ouales (?), child of, partner of, grandchild of, | 
6616 | | | | | | | | | 
6617 | | Euchen, | | | | | | Chrestos, child of Alexandros, partner of, grandchild of, | 
6620 | | | | heros, | | | | Pyrmeroulas, child of, partner of, grandchild of, Fronton, child of, partner of, grandchild of, | 
6624 | | | | archiereus, | | | | Iounios, Loukianos, child of, partner of, grandchild of, | 
6627 | | | | theos, heros, | Baskidithios, | | | Timokrates, child of Diogenes, partner of, grandchild of, | 
6630 | | | | theos, heros, | Baskidithios, | | | | 
6631 | | Euchen, | | | | | | Soura, child of, partner of, grandchild of, | 
6633 | | | | | | | | Dikebalos, child of Dikedos / Dikenais, partner of, grandchild of, | 
6637 | | Euchen, | | | | | | Felix, Ioulios, child of, partner of, grandchild of, | 
6639 | | | | | | | | Zipys, Moukatra, child of, partner of, grandchild of, | 
6642 | | Euchen, Etheke, | | | | | | Bitalis, Selbestres, child of, partner of, grandchild of, | 
6646 | | Etheke, | | | | | | Maros, child of, partner of, grandchild of, | 
6648 | | Charisterion, | | theos, heros, | Borkeithios, | | | Ailios, Potamon, child of, partner of, grandchild of, Aurelianos, Feleix, child of, partner of, grandchild of, | 
6699 | | Euchen, Anetheken, | | Zeus, | Dimeranos, | | | Chrysion, child of, partner of, grandchild of, | 
6696 | | Euchen, Anetheken, | | Zeus, | Dimeranos, | | | Chrysion, child of, partner of, grandchild of, | 
6700 | | Charin, Mnema,Mneme, Stesai, | | | | | | Aurelios, Sabeinos, child of, partner of, grandchild of, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, | 
6703 | | | | | | | | | 
6728 | | Eucharisterion, | | Zeus, | Okonenos, | | | Asklepiades, child of Asklepiodotos, partner of, grandchild of, | 
6731 | | Eucharisterion, | | hiereus, Hera, | Eithia, Tourme, | | | Ziametralis, child of Bithys, partner of, grandchild of, | 
6736 | | Agathe tyche, Eucharisterion, | | Athena, Hermes, | | | | Biator (Viator), child of, partner of, grandchild of, | 
6738 | | Euchen, Charin, | | Dionysus, | | | | Ailios, Dexter, child of, partner of, grandchild of, | 
6741 | | Agathe tyche, Anetheken, Euchen, Charin, | | Meter theon/Mother of Gods, bomos, | Skelentene, | | | Akyleinos, child of Poplios, partner of, grandchild of, | 
6745 | | | | | | | | Afrodeisios, child of, partner of, grandchild of, | 
6746 | | Euchen, | | | | | | Kapition, child of, partner of, grandchild of, | 
6750 | | | | | | | | Zeiskoris, child of Dorsas, partner of, grandchild of, | 
6756 | | | | theos, | Epekoos, | | | | 
6765 | Autokrator, Polis, Hegemon, | Agathe tyche, | | | | | Augusta Traiana (Beroe), Discodouraterae, | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, | 
6813 | Boule, Demos, Hegemon, | | | | | Thrakes, | Augusta Traiana (Beroe), Discodouraterae, | Arabikos, Adiabenikos, child of, partner of, grandchild of, Kaikina, child of Largos, partner of, grandchild of, Oulpios, Agesandros, child of, partner of, grandchild of, | 
6839 | | Agathe tyche, | | | | | | Agesandros, child of, partner of, grandchild of, | 
6846 | Autokrator, Kaisar, Boule, Demos, Polis, | Agathe tyche, Anestesen, | | theos, | | | Augusta Traiana (Beroe), | Markos, Aurelios, child of, partner of, grandchild of, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of, Aurelios, Dinedinis, child of, partner of, grandchild of, | 
6856 | Autokrator, Demos, Boule, | Agathe tyche, | | | | Thrakes, | Augusta Traiana (Beroe), Discodouraterae, | Gaios, Ioulios, Oueros, Maximinos, child of, partner of, grandchild of, Titos, Klaudios, Satorneinos / Satourninos, child of, partner of, grandchild of, Balerios (Valerios, Oualerios), Skeles, child of, partner of, grandchild of, | 
6859 | Demos, Boule, | Agathe tyche, | | | | Thrakes, | Augusta Traiana (Beroe), Discodouraterae, | Otakillia, Seura, child of, partner of, grandchild of, Koresnios, Markellos, child of, partner of, grandchild of, | 
6865 | Boule, Demos, Polis, | | | | | | Augusta Traiana (Beroe), Discodouraterae, | | 
6866 | Autokrator, Kaisar, Boule, Polis, Hypatos, | Agathe tyche, | | | | | Nikopolis / Neikopolis pros Istro, Discodouraterae, | Loukios, Domitios, Aurelianos, child of, partner of, grandchild of, Aurelios, Sebastianos, child of, partner of, grandchild of, | 
6871 | | Agathe tyche, | | | | | | | 
6873 | | Agathe tyche, | | | | | | | 
6872 | | Agathe tyche, | | | | | | | 
6874 | | | | | | | | Aurelios, Lindas, child of, partner of, grandchild of, Tyrelses, child of, partner of, grandchild of, Sabinos / Sabeinos, child of, partner of, grandchild of, Amas, child of, partner of, grandchild of, | 
6879 | | Stele, Anestesen, | | | | | | Dimes, child of, partner of Doroutelmis, grandchild of, Bithys, child of, partner of, grandchild of, Zourotemis, child of, partner of, grandchild of, | 
6884 | | | | | | | | Firmos, child of, partner of, grandchild of, | 
6886 | | | | bomos, | | | | | 
6888 | | Chaire, Stele, Mnema,Mneme, | | theoi katachthoneioi, hierea, Hades, | | | | Drakon, Nounechis, child of, partner of, grandchild of, Pakouros, child of, partner of, grandchild of, Hermone, child of, partner of, grandchild of, Mamata, child of, partner of, grandchild of, Sabinianos, child of, partner of Korinthia, grandchild of, | 
6908 | | Anetheken, | | | | | | Ailios, Klaudis, child of, partner of, grandchild of, | 
6935 | Basileus, | Anetheken, | | bomos, | | Thrakes, | Anchialos, Rysike, Selletike, | Roimetalkes (Roimetalkas), child of Kotys, partner of, grandchild of, Reskouporis, child of, partner of, grandchild of, Apollonios, Eptaikenthos, child of, partner of, grandchild of, | 
6943 | | Stele, Anetheken, Chaire, Parodita,Parodeita, | | theoi katachthoneioi, | | | | Eptaporis, child of, partner of Drei[nouzerias]?, grandchild of, Drei[nouzerias]?, child of Bourtheithes, partner of, grandchild of, Maximos, child of, partner of, grandchild of, | 
6944 | | | | | | | | | 
6948 | | Charin, Mnema,Mneme, | | | | | | Katoullos, child of, partner of, grandchild of, | 
6950 | | Anetheken, | | | | | | | 
6952 | | | | | | | | Flavis, Moukianos, child of, partner of, grandchild of, | 
6955 | Kome, | Euchen, | | Zeus, Hera, | | | Maskiobria, | Aurelios, Moukianos, child of Ioulios, partner of, grandchild of, Aurelius, Mucianus, child of, partner of, grandchild of, | 
6958 | Kome, | Doron, | | | | | | Aurelios, Roimetalkes (Roimetalkas), child of Martiales, partner of, grandchild of, | 
6982 | Veteranos,Ouetranos,Beteranos, Stratiotes, | | | | | | | Mestypaibes, child of, partner of, grandchild of, Dionysis, child of, partner of, grandchild of, Sokrates, child of, partner of, grandchild of, Posidonios, child of, partner of, grandchild of, Aurelios, child of Artemidoros, partner of, grandchild of, Ouales (?), child of, partner of, grandchild of, L., Mesius, child of, partner of, grandchild of, | 
6994 | | | | | | | | Dabeis, child of, partner of, grandchild of, | 
6997 | | Euchen, Anetheken, | | heros, | | | | Pyrymerylas, child of, partner of, grandchild of, Dizalas, child of Dizalas, partner of, grandchild of, | 
7002 | | Euchen, | | | | | | Pyrmeroulas, child of, partner of, grandchild of, Moukapaibes, child of, partner of, grandchild of, | 
7005 | Stratiotes, | Anetheken, | | theos, heros, | | | | Aurelios, Moukianos, child of Ioulios, partner of, grandchild of, | 
7006 | | Euchen, | | heros, | | | | Moukianos, Do[?], child of, partner of, grandchild of, | 
7011 | | | | | | | | Eptetr[alis?], child of, partner of, grandchild of, | 
7010 | | Anetheken, | | thea, Artemis, | | | | Artemisia / Artemeisia, child of Artemon, partner of, grandchild of, | 
7009 | | Euchen, | | thea, Artemis, | | | | Ailia, Statilia, child of, partner of, grandchild of, | 
7018 | | Euchen, | | | | | | [?]doros, Ba[?], child of, partner of, grandchild of, | 
7024 | Kome, | | | | | | | Deizezes, child of Dernaios, partner of, grandchild of, | 
7031 | | | | kyrios, | Zbelthiourdos, | | | | 
7036 | | | | | | | | Poplios, Ouirdios, Bassos, child of, partner of, grandchild of, | 
7046 | | | | kyrios, Asklepius, | | | | Zeitralis, child of, partner of, grandchild of, | 
7050 | | Charisterion, | | archiereus, | | Neikopolitai, | Istros, | | 
7055 | | Euchen, Anetheken, | | heros, | Stourouleos, | | | Saikithes, child of Zoures, partner of, grandchild of, | 
7063 | | | | heros, | | | | Stourouleos, child of, partner of, grandchild of, Moukianos, child of, partner of, grandchild of, | 
7065 | | | | | | | | | 
7067 | Bouleutes, | Eucharisterion, Anetheken, | | kyrios, | | | | Darzalas, Tourbon, child of, partner of, grandchild of, | 
7070 | | Euchen, | | Apollo, | | | | Moukakenthos, child of Bithys, partner of, grandchild of, | 
7073 | | Anetheken, | | theos, | Epekoos, Derzis, | | | Ailios, Diogenes, child of, partner of, grandchild of, | 
7077 | | Anetheken, | | theos, | | | | Eitiosaros, child of, partner of, grandchild of, Abezelmis, Dorpanas, child of, partner of, grandchild of, | 
7081 | | | | | | | | | 
7082 | Autokrator, Kaisar, | | | | | | | | 
7084 | | | | | | | Abritus, | | 
7086 | | Doron, | | Asklepius, | | | | | 
7089 | | | | | | | | | 
7088 | | | | | | | | | 
7113 | | | | | | | | | 
7115 | | | | | | | | Aurelios, Dekianos, child of, partner of, grandchild of, | 
7119 | Stratiotes, | Anetheken, | | kyrios, heros, | | | | Artemidoros, child of, partner of, grandchild of, | 
7121 | | | | Asklepius, | | | | Ioulianos, child of Ioulianos, partner of, grandchild of, | 
7124 | | Euchen, | | Zeus, | Hypsistos, | | | | 
7126 | | | | | | | | | 
7129 | Autokrator, | Agathe tyche, | | | | | | Kommodos, child of, partner of, grandchild of, | 
7130 | | | | theos, | | | | Antoninos, child of, partner of, grandchild of, | 
7131 | Autokrator, Kaisar, | | | | | | | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, | 
7134 | Autokrator, Kaisar, | | | | | | | Markos, Aurelios, child of, partner of, grandchild of, | 
7135 | | | | | | | | | 
7137 | | | | | | | | | 
7139 | | | | | | | | | 
7138 | | Agathe tyche, Eucharisterion, Anetheken, | | thea, | | | | Kynthia, child of, partner of, grandchild of, Loukios, Dyrazeis, Balerios (Valerios, Oualerios), child of, partner of, grandchild of, | 
7140 | | | | | | | | | 
7141 | | | | | | | | | 
7142 | | | | | | | | | 
7143 | | | | | | | | | 
7144 | | | | | Epekoos, | | | | 
7145 | | | | heros, Nymfai, thea, athanatos, | | | | Reskouporis, child of, partner of, grandchild of, | 
7148 | Autokrator, Polis, Horos, | | | | | Markianopoleitai, | | Markos, Antonios, Gordianos, child of, partner of, grandchild of, | 
7150 | | | | | | | | [?]os, Ba[?], child of, partner of, grandchild of, [?]os, Men[o?], child of, partner of, grandchild of, [?]os, child of Hermogenes, partner of, grandchild of, [?]as, Men[o?], child of, partner of, grandchild of, Polykarpos, child of, partner of, grandchild of, Paramyros, child of, partner of, grandchild of, [?s]thenos, child of, partner of, grandchild of, Alexandros, child of, partner of, grandchild of, Apollonios, child of, partner of, grandchild of, Unknown, child of Hermokrates, partner of, grandchild of, | 
7160 | Fylarchos, | | | | | | | Eutychianos, child of, partner of, grandchild of, Serapion, child of, partner of, grandchild of, [?]usion, child of, partner of, grandchild of, | 
