Heurist ID|Administrative keywords|Formulaic keywords|Honorific keywords|Religious keywords|Epithet|Collective group names|Geographic names|Person|
13450 | Metropolis, Hegemon, Presbeutes kai antistrategos, | | | | | Thrakes, | Philippopolis, | Poplios, child of, partner of, grandchild of, | 
13451 | | Agathe tyche, | | | | | | | 
13452 | | | | | | | | Herais, child of, partner of, grandchild of, | 
13453 | | | | | | | | | 
13454 | | | | | | | | | 
13455 | Autokrator, Kaisar, | Agathe tyche, | | | | | | Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, | 
13456 | | | | | | | | Titos, Aurelios, Dometis, child of, partner of, grandchild of, | 
13459 | | | | archiereia, | | | | Aurelios, Teres, child of Skeles, partner of, grandchild of, | 
13461 | | | | archiereia, | | | | Aurelia, Markella, child of Beithynikos, partner of, grandchild of, Aurelios, Teres, child of Skeles, partner of, grandchild of, | 
13464 | Kaisar, Autokrator, Hegemon, | Eutychos, | | | | Thrakes, | | Gaios, Ioulios, Oueros, Maximinos, child of, partner of, grandchild of, Gaios, Ioulios, Oueros, Maximos, child of, partner of, grandchild of, | 
13465 | | | | | | | | Fausteina, child of, partner of, grandchild of, | 
9279 | Polis, | Agathe tyche, | | | | Traianeoi, | | Aurelios, Antoninos, child of, partner of, grandchild of, Kommodos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Balerianos (Valerianos, Oualerianos), child of, partner of, grandchild of, | 
13466 | | | | | | | | Moukis, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Gaios, child of, partner of, grandchild of, | 
13469 | | | | | | | | Tiberios, Klaudios, child of, partner of, Syros, grandchild of, Tiberios, Klaudios, child of Moukias, partner of, grandchild of, Priskeinos, child of, partner of, grandchild of, Markellos, child of, partner of, grandchild of, | 
13474 | Oikonomos, Oikos, | Agathe tyche, Anetheken, Eucharisterion, Euchen, | | kyrios, | Drigesos, Dooupyros, | | | Seigeros, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Divis, child of Longeinos, partner of, grandchild of, | 
13479 | | Agathe tyche, Anetheken, | | kyrios, | Drigesos, | | | Titos, Flabios (Flaouios, Flavios), Nepos, child of Dinis, partner of, grandchild of, | 
13482 | | | | bakcheion, | | | | Markos, Balerios (Valerios, Oualerios), Ailios, Preiskeinos, child of, partner of, grandchild of, | 
13484 | | | | | | | | Diofanes, child of Ou[?]tos, partner of, grandchild of, Ou[?]tos, Filiskos, child of, partner of, grandchild of, | 
13488 | | Mneias, Charin, Chaire, Parodita,Parodeita, | | | | | | | 
13489 | | | | | | | | Herais, child of, partner of, grandchild of, | 
13490 | | | | | | | | | 
13491 | Bouleutes, Polis, | Anestesen, | | Zeus, | Dolichenos, | | | Klaudios, Fronton, child of, partner of, grandchild of, | 
13493 | | Euchen, | | theos, Hermes, | | | | | 
13494 | Oikos, | Anetheken, | | bomos, | | | | Beithys, child of, partner of, grandchild of, Nepos, child of, partner of, grandchild of, Dionysios, child of, partner of, grandchild of, Eptepyris, child of, partner of, grandchild of, | 
13497 | | Agathe tyche, Euchen, | | | | | | Sabeina, child of, partner of, grandchild of, | 
13499 | | Agathe tyche, Eucharisterion, Eutychos, | | Apollo, theos, | Daiterenos, | | | Eustochios, Keler, child of, partner of, grandchild of, Kisazenos, child of, partner of, grandchild of, | 
11953 | | | | Zeus, Sabazios, theos, hiereus, archiereus, bomos, | Progonikos, | | | Titos, Flaouios, Kyreina, Dinis, child of Skeles, partner of, grandchild of, | 
13504 | | Eucharisterion, | | Apollo, | | | | | 
13507 | | Eucharisterion, Anetheken, | | | | | | | 
13508 | | Doron, | | | | | | Oualeris, child of Skeles, partner of, grandchild of, | 
13511 | | | | Apollo, | | | | Flabios (Flaouios, Flavios), Apollinarios, child of, partner of, grandchild of, | 
13505 | | | | | | | | | 
13512 | Autokrator, Oikos, Hegemon, Presbeutes kai antistrategos, Polis, | Agathe tyche, Kateskeuasen, Agalma, | Stefanos, | Nymfai, thea, archiereus, | | | Augusta Traiana (Beroe), | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Loukios, Aurelios, Oueros, child of, partner of, grandchild of, Fausteina, child of, partner of, grandchild of, Toullios / Tullios, Maximos, child of, partner of, grandchild of, Oulpios, Hieronymos, Neikomedes, child of, partner of, grandchild of, Oualeria, Frontonilla, child of, partner of, grandchild of, | 
13517 | Autokrator, | | | kyrios, Zeus, | Dolichenos, | | | Markos, Aurelios, Antoneinos, child of Germanikos, partner of, grandchild of, Flabios (Flaouios, Flavios), child of, partner of, grandchild of, Heliodoros, child of, partner of, grandchild of, | 
13519 | Boule, Demos, | Eutychos, | | | | | Augusta Traiana (Beroe), | Pertinax, child of, partner of, grandchild of, | 
13521 | Autokrator, Kaisar, Polis, Hegemon, Presbeutes kai antistrategos, | Agathe tyche, Eutychos, | | | | | Hadrianopolis, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Ioulia, Mamaia, child of, partner of, grandchild of, Routeilios / Routilios, Krispeinos, child of, partner of, grandchild of, | 
13523 | | | | heros, | Stropoulas, | | | | 
13526 | | | | | | | | Aurelios, Apollofanes, child of, partner of, grandchild of, | 
13529 | | Agathe tyche, | | kyrios, Ares, | Souregethes, Sellenos, | | | | 
13531 | | | | | | | | Moukaporis, child of Doles, partner of, grandchild of, | 
13534 | | | | kyrios, Zeus, | Zbelthiourdos, | | | Ioulios, Apollinaris, child of, partner of, grandchild of, | 
13538 | | Doron, Anetheken, | | | | | | Aulouporis, child of, partner of, grandchild of, | 
13540 | | Doron, | | Apollo, | Teradeenos, | | | Mon[?], child of, partner of, grandchild of, | 
13544 | | | | Apollo, | Teradeenos, | | | Aurelios, Asklepiod[?]os, child of, partner of, grandchild of, | 
13547 | | | | Apollo, | Teradeenos, | | | Flabios (Flaouios, Flavios), child of, partner of, grandchild of, | 
13548 | | | | Apollo, | Teradeenos, | | | | 
13549 | | | | Apollo, | Teradeenos, | | | | 
13550 | | | | kyrios, Apollo, | | | | | 
13551 | | | | Apollo, | | | | | 
13552 | | Doron, | | | | | | Filippos, child of Teres, partner of, grandchild of, | 
13554 | | Doron, | | | | | | Gaios, child of Filippos, partner of, grandchild of, | 
13556 | | | | | | | | Filippos, child of, partner of, grandchild of, | 
13557 | | | | | | | | Filippos, child of, partner of, grandchild of, | 
13558 | | | | | | | | Moukaporis, child of, partner of, grandchild of, | 
13559 | | Euchen, Charisterion, Anetheken, | | | | | | Aurelios, Autolykos, child of, partner of, grandchild of, | 
13561 | | Anetheken, Eucharisterion, | | kyrios, Asklepius, | | | | Maximos, child of, partner of, grandchild of, | 
13562 | | Euchen, | | | | | | | 
13563 | Emporion, Bouleutes, | Eucharisterion, Anetheken, | | Zeus, | Epekoos, Okkonenos, | | Emporion Thouidai, | Ioulia, Markia, child of, partner of, grandchild of, Aurelios, Theopompos, child of Dinis, partner of, grandchild of, | 
13568 | Demos, Hegemon, | Agathe tyche, Kateskeuasen, Egrafe,Egrapsen, | | Heracles, | Agoraios, | Romaioi, | Kabyle, | Zenon, Markos, Antonios, child of, partner of, grandchild of, Klodios, Pauleinos, child of, partner of, grandchild of, Ouarianos, Theokritos, child of, partner of, grandchild of, Narkissos / Narkeissos, Zenon, child of Perinthios, partner of, grandchild of, Stateilios, Maximos, child of, partner of, grandchild of, Lollianos, Aoueitos, child of, partner of, grandchild of, Ioulios, child of, partner of, grandchild of, | 
13581 | Autokrator, Hegemon, | Agathe tyche, Eutychos, | | | | | Kabyle, | Loukios, Domitios, Aurelianos, child of, partner of, grandchild of, Ioulios, Maximos, child of, partner of, grandchild of, Ioubinos, child of, partner of, grandchild of, | 
13585 | | Eucharisterion, | | thea, Nemesis, | | | | | 
13586 | | | | | | | | Sadalas, child of Teres, partner of, grandchild of, | 
11582 | | Agathe tyche, Eucharisterion, | | theos, | Hypsistos, | | | Chresmos, child of Hermogenes, partner of, grandchild of, | 
11585 | | Doron, | | Thysiastai, | | | | Ioulios, Artemidoros, child of, partner of, grandchild of, | 
11588 | | | | | | | | | 
11589 | | | | Hera, | | | | | 
9283 | | Euchen, Anetheken, | | | | | | Unknown, child of Moukatralis, partner of, grandchild of, | 
11592 | Bouleutes, | Anetheken, | | kyrios, Apollo, | | Mysenos, | | Aulouzenis, child of Hermodoros, partner of, grandchild of, | 
11596 | | | | | | | | Tiberios, Klaudios, Preimion, child of, partner of, grandchild of, | 
11600 | Demos, Strateuma, Boule, | Anestesen, | | bomos, Dionysus, | | Romaioi, Bizyenos, | | Aurelios, Dionysios, Themisonos, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, (Caracalla), child of, partner of, grandchild of, Ioulia, Domna, child of, partner of, grandchild of, | 
11604 | | | | | | | | Dionysios, child of Attios, partner of, grandchild of, Ioulia, Oualenteina, child of, partner of, grandchild of, | 
11608 | | Parodita,Parodeita, Chaire, Charin, Mnema,Mneme, | | | | | | | 
13589 | | Euchen, | | | | | | Moukatralis, child of, partner of, grandchild of, | 
13590 | | | | | | | | Mouk[?], child of, partner of, grandchild of, | 
13591 | | Euchen, | | theos, heros, | | | | Pyretes, child of Teres, partner of, grandchild of, | 
13595 | | Doron, Etheke, | | hiereia, Artemis, | | | | Rhodope, child of Ioulios, partner of, grandchild of, | 
13597 | | Eucharisterion, | | kyrios, Dionysus, | | | | | 
13598 | | Euchen, | | Nymfai, | | | | Brylouzies, child of, partner of, grandchild of, | 
13602 | | | | kyrios, Aphrodite, | | | | Nana, child of Longeinos, partner of, grandchild of, | 
13603 | | | | kyrios, | | | | | 
13605 | | | | | | | Thrake, | Nero, Claudius, child of, partner of, grandchild of, Claudius, child of, partner of, grandchild of, Germanicus, Caesar, child of, partner of, grandchild of, Tiberius, Caesar, Augustus, child of, partner of, grandchild of, Augustus, child of, partner of, grandchild of, Caesar, Augustus, Germanicus, child of, partner of, grandchild of, Titus, Iulius, Ustus, child of, partner of, grandchild of, | 
13616 | Autokrator, Hegemon, Presbeutes kai antistrategos, Polis, | Agathe tyche, | | | | Thrakes, Serdai, | | Markos, Ioulios, Filippos, child of, partner of, grandchild of, Markia, Otakillia, Seouera, child of, partner of, grandchild of, Fournios, Pouplianos, child of, partner of, grandchild of, | 
13620 | Autokrator, Polis, | Agathe tyche, Eutychos, | | | | Serdai, | | Poplios, Likinnios, Balerianos (Valerianos, Oualerianos), child of, partner of, grandchild of, Gallienos, child of, partner of, grandchild of, Sallios, Aristeinetos, child of, partner of, grandchild of, | 
13624 | Kaisar, Hegemon, | Agathe tyche, | | | | Thrakes, | | Markos, Antonios, Gordianos, child of, partner of, grandchild of, (emperor Diocletianus), child of, partner of, grandchild of, (emperor Maximianus), child of, partner of, grandchild of, (emperor Constantius), child of, partner of, grandchild of, (emperor Galerius), child of, partner of, grandchild of, | 
13625 | | Euchen, | | kyrios, Asklepius, | Kled[?]enos, | | | Paregoris, child of Apollonios, partner of, grandchild of, | 
16573 | Bouleutes, | Epoiesen, | | Asklepius, theos, bomos, | Epekoos, Limenos, | | | Feileios, child of Diogenes, partner of, grandchild of, | 
13633 | | Anetheken, | | kyrios, Asklepius, | Limenos, | | | Aurelios, Herakleides, child of Markos, partner of, grandchild of, | 
13635 | | Eucharisterion, | | Asklepius, kyrios, | Limenos, | | | Idokimos, child of Ailios, partner of, grandchild of, | 
13637 | | Eucharisterion, Anetheken, Eutychos, | | theos, Asklepius, | Limenos, | | | Aurelios, Zi[?]as, child of, partner of, grandchild of, | 
13640 | Stratiotes, | | | theos, Asklepius, | Limenos, | | | Aurelios, Hermogenes, child of, partner of, grandchild of, | 
13642 | | Eucharisterion, | | Asklepius, | Limenos, | | | Aurelios, Ouales, child of, partner of, grandchild of, | 
13643 | | | | Asklepius, | Limenos, | | | | 
13644 | | Anetheken, | | Asklepius, | Limenos, | | | Diogenes, child of, partner of, grandchild of, | 
13645 | | Anetheken, Eucharisterion, | | Asklepius, | Limenos, Soter, | | | Aurelios, Po[?], child of, partner of, grandchild of, | 
13648 | | Eucharisterion, | | Asklepius, | Limenos, | | | Aurelios, child of Pro[?], partner of, grandchild of, | 
13651 | | Doron, | | Asklepius, | Limenos, | | | | 
13652 | | Euchen, | | Asklepius, | Limenos, | | | | 
13653 | | | | Asklepius, | Limenos, | | | | 
13654 | | | | Asklepius, | Limenos, | | | | 
13655 | | | | Asklepius, | Limenos, | | | | 
13656 | | | | Asklepius, | Limenos, | | | | 
13657 | | | | Asklepius, | | | | Aurelios, child of Moukatralis, partner of, grandchild of, | 
13658 | | Euchen, | | Asklepius, | | | | Skeles, child of Skeles, partner of, grandchild of, | 
13660 | | Doron, | | Asklepius, | | | | Ailios, Iobianos, child of, partner of, grandchild of, | 
13663 | | | | theos, Asklepius, | | | | Aurelios, Filippos, child of, partner of, grandchild of, | 
13665 | | | | Asklepius, | | | | [?]sos, child of F[?], partner of, grandchild of, | 
13669 | | Eucharisterion, | | | | | | | 
13670 | | | | kyrios, Asklepius, | | | | | 
13671 | | | | kyrios, Asklepius, | | | | | 
13672 | | | | kyrios, Asklepius, | | | | | 
13673 | | | | kyrios, Asklepius, | | | | | 
13674 | | | | kyrios, Asklepius, | | | | | 
13675 | | | | kyrios, Asklepius, | | | | | 
13676 | | | | Asklepius, | | | | Ioul[?], child of, partner of, grandchild of, | 
13679 | | | | kyrios, Asklepius, | | | | | 
13680 | | | | Asklepius, | | | | | 
13681 | | | | Asklepius, | | | | | 
13682 | | | | Asklepius, theos, | | | | | 
13683 | | Euchen, | | Apollo, | | | | | 
13684 | | Anetheken, | | | | | | [?]stor, child of Ailios, partner of, grandchild of, | 
13687 | | Anetheken, | | | | | | [?]lis, child of Mo[?], partner of, grandchild of, | 
13690 | | Euchen, | | | | | | Aurelios, Bales (Ouales, Valens), child of, partner of, grandchild of, Droles, child of, partner of, grandchild of, | 
13693 | | Euchen, | | | | | | Aurelios, Bales (Ouales, Valens), child of, partner of, grandchild of, | 
13694 | | | | | | | | Ailios, child of Unknown, partner of, grandchild of, | 
13695 | | | | | | | | Oulpios, child of, partner of, grandchild of, | 
13696 | | Anetheken, | | | | | | [?]sos, child of, partner of, grandchild of, | 
13698 | | | | | | | | Flabios (Flaouios, Flavios), Kotys, child of E[?], partner of, grandchild of, | 
13700 | | Doron, | | | | | | Feileinos, child of, partner of, grandchild of, | 
13702 | | Eucharisterion, | | | | | | Aurelios, child of, partner of, grandchild of, | 
13703 | | | | | | | | Silbanos (Silvanos), child of, partner of, grandchild of, | 
13704 | Stratiotes, | | | | | | | Markos, child of, partner of, grandchild of, | 
13705 | | Euchen, Anetheken, | | | | | | Lykas, Droles, child of, partner of, grandchild of, | 
13707 | | | | | | | | Aurelios, Ouales, child of, partner of, grandchild of, | 
13708 | | | | | | | | Aurelios, Poly[?], child of, partner of, grandchild of, | 
13711 | | | | | | | | Aurelios, child of, partner of, grandchild of, | 
13712 | | | | | | | | Herakleid[?], child of, partner of, grandchild of, | 
13715 | | Euchen, Anetheken, | | | | | | | 
13716 | | Euchen, | | | | | | | 
13717 | | Euchen, | | | | | | | 
13718 | | Euchen, | | | | | | | 
13719 | | Euchen, | | | | | | | 
13720 | | Eucharisterion, | | | | | | | 
13721 | | Anetheken, | | | | | | | 
13722 | | Doron, | | | | | | | 
13723 | | Agathe tyche, | | | | | | | 
13724 | | Agathe tyche, | | | | | | | 
13725 | | | | | | | | | 
13726 | | | | | | | | | 
13727 | | | | | | | | | 
13728 | | | | | | | | | 
13729 | | | | | | | | | 
13730 | | | | | | | | | 
13731 | | | | | | | | | 
13732 | | | | | | | | | 
13733 | | | | | | | | | 
13734 | Hegemon, Presbeutes kai antistrategos, Polis, | Eutychos, | | | | Thrakes, Serdai, | | Markos, Ioulios, Filippos, child of, partner of, grandchild of, Otakillia, Seura, child of, partner of, grandchild of, Sextos, Fournios, Poublianos, child of, partner of, grandchild of, | 
13736 | Autokrator, Hegemon, Presbeutes kai antistrategos, Polis, | Agathe tyche, Eutychos, | | | | Thrakes, Serdai, | | Markos, Ioulios, Filippos, child of, partner of, grandchild of, Markia, Otakillia, Seouera, child of, partner of, grandchild of, Fournios, Pouplianos, child of, partner of, grandchild of, | 
13737 | Presbeutes kai antistrategos, Autokrator, Gerousia, | Agathe tyche, Eutychos, | | | | | | Loukios, Domitios, Alexandros, child of, partner of, grandchild of, Domitios, Abaskanthos / Abaskantos, child of, partner of, grandchild of, | 
13740 | Gerousia, Archon, Gymnasiarches, | Agathe tyche, | | Tyche, bomos, | | | | Loukios, Dometis, Abaskanthos / Abaskantos, child of, partner of, grandchild of, | 
13742 | Fyle, | Doron, | | | Rhodopeis, | | | Gaios, Ioulios, Markos, child of, partner of, grandchild of, | 
13745 | | Agathe tyche, Eutychos, Theoi, | | theos, | | | | Basilikos, Aristainetos, child of Demetrios, partner of, grandchild of, | 
13748 | Oikos, Polis, | Agathe tyche, | | theos, | | | | Laomedon, child of Straton, partner of, grandchild of, Glaukias, child of Straton, partner of, grandchild of, | 
13752 | | Chaire, Parodita,Parodeita, Epoiesen, | | | | | | Apollonios, child of Teimotheos, partner of, grandchild of, Teimotheos, child of Teimotheos, partner of, grandchild of, Agathon, child of, partner of, grandchild of, | 
12618 | | Agathe tyche, | Andrias, | | Koulkoussenos, Keilaideouenos, | | | (emperor Gordianus), Markos, Antonios, Gordianos, child of, partner of, grandchild of, Pompeianos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Ioulianos, child of, partner of, grandchild of, Aurelia, Matero, child of, partner of, grandchild of, | 
12626 | Oikonomos, | | | Asklepius, | Keiladeenos, | | | Alexandros, child of, partner of, grandchild of, | 
12628 | | Anetheken, Doron, | | Asklepius, kyrios, | Keiladeenos, | | | Moukianos, child of Satorneilos, partner of, grandchild of, | 
12633 | | | | Asklepius, | Keiladeenos, | | | Appianos, child of, partner of, grandchild of, | 
12634 | Bouleutes, | | | Asklepius, | Keiladeenos, | | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, | 
12635 | | Anetheken, | | Asklepius, | Kiladeenos, | | | Ioulios, Iason, child of, partner of, grandchild of, | 
12638 | Bouleutes, | Anetheken, | | Asklepius, | Kiladeenos, | | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, | 
12639 | | | | kyrios, Asklepius, | Kiladeenos, | | | He[r...], child of, partner of, grandchild of, | 
12642 | | Agathe tyche, Anetheken, | | Asklepius, | Kiladeenos, | | | Aurelios, Moukianos, child of, partner of, grandchild of, | 
12643 | | | | kyrios, Asklepius, | Kiladeenos, | | | Aurelios, Thr[?], child of, partner of, grandchild of, | 
12646 | | Anetheken, | | kyrios, Asklepius, | Keiladeenos, | | | Theagenes, child of Teres, partner of, grandchild of, | 
12648 | | | | | Kiladeenos, | | | | 
12649 | Stratiotes, | Anetheken, | | Asklepius, | Keiladebenos, | | | | 
12651 | | | | Asklepius, | Kiladeenos, | | | Kairellios, Sabinos / Sabeinos, child of, partner of, grandchild of, | 
12654 | | Anetheken, | | kyrios, Asklepius, | Keiladeenos, | | | Sminther, child of, partner of, grandchild of, | 
12656 | | Anetheken, | | Asklepius, kyrios, | Keilaiskenos, | | | [?]ia, Ploteina, child of, partner of Salloustios, grandchild of, Salloustios, Loupos, child of, partner of, grandchild of, | 
12661 | | | | Asklepius, | Keilaiskenos, | | | | 
12662 | Bouleutes, | | | kyrios, Asklepius, | Keiladeenos, | | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, | 
12663 | | | | kyrios, Asklepius, | K[eilade]enos, | | | | 
12665 | | Euchen, | | kyrios, | Pyrmeroulas, | | | Moukakenthos, child of, partner of, grandchild of, | 
12666 | | Anetheken, | | kyrios, Asklepius, | | | | Poplios, Kalpournios, Milon, child of, partner of, grandchild of, | 
12668 | | Anetheken, | | kyrios, Asklepius, | | | | Poplios, Kalpournios, Milon, child of, partner of, grandchild of, | 
12670 | | Eucharisterion, | | kyrios, Asklepius, | | | | Kalpournios, Milon, child of, partner of, grandchild of, | 
12672 | | | | | | | | Kalpournios, Milon, child of, partner of, grandchild of, | 
12673 | | Anetheken, | | kyrios, Asklepius, | | | | Fileinos, child of Kalpournios, partner of, grandchild of, Kalpournios, Loupos, child of, partner of, grandchild of, | 
12676 | | Anetheken, | | | | | | Fileinos, child of Kalpournios, partner of, grandchild of, | 
12677 | | Eucharisterion, | | | | | | Louppos, child of, partner of, grandchild of, | 
12678 | | Anetheken, | | kyrios, Asklepius, | | | | Amfeion, child of Flabios (Flaouios, Flavios), partner of, grandchild of, Flabios (Flaouios, Flavios), Proklos, child of, partner of, grandchild of, | 
12682 | Bouleutes, | Doron, | | Theoi epekooi, | Epekoos, | | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, | 
12684 | Bouleutes, | Eucharisterion, | | theos, Asklepius, | | | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, | 
12685 | Bouleutes, | Anetheken, | | | | | | Heranos, child of Loukios, partner of, grandchild of, | 
12687 | | | | | | | | Herodes, child of, partner of, grandchild of, | 
12689 | Stratiotes, | Anetheken, Eucharisterion, | | Asklepius, | | | | Aurelios, Moukianos, child of, partner of, grandchild of, | 
12690 | Stratiotes, | | | | | | | Aurelios, Silbanos (Silvanos), child of, partner of, grandchild of, | 
12692 | | Anetheken, Eucharisterion, | | | | | | | 
12771 | | | | kyrios, | | | | Moukaporis, child of, partner of, grandchild of, Alexandros, child of, partner of, grandchild of, | 
12775 | | | | | | | | Louppos, child of Alexandros, partner of, grandchild of, | 
12777 | | Eucharisterion, | | Asklepius, | Keiladeenos, | | | | 
12778 | | Euchen, | | Asklepius, | | | | Aulouzenis, child of Dizas, partner of, grandchild of, | 
12780 | | Euchen, | | | | | | Moukazenis, child of Dizatralis, partner of, grandchild of, | 
12783 | | Euchen, | | | | | | Pyros, child of Dizalas, partner of, grandchild of, | 
12785 | | | | | | | | Doles, Thintas, child of, partner of, grandchild of, | 
12787 | | | | | | | | Mesteikenthos, child of, partner of, grandchild of, | 
12789 | | Anetheken, Eucharisterion, | | | | | | Ioulianos, child of Teres, partner of, grandchild of, | 
12792 | | Euchen, | | | | | | Roimetalkes (Roimetalkas), child of, partner of, grandchild of, | 
12872 | | Doron, | | | | | | Paion, child of, partner of, grandchild of, | 
12874 | | Anetheken, | | | | | | Markos, child of Filios, partner of, grandchild of, | 
12877 | | Euchen, | | | | | | Aurelios, Martialis, child of, partner of, grandchild of, Aurelios, Markelinos, child of, partner of, grandchild of, Iolos, Filagros, child of, partner of, grandchild of, | 
12883 | | Anetheken, | | | | | | | 
12884 | | | | | | | | [?]alios, Klaudios, child of Floros, partner of, grandchild of, | 
12887 | | | | | | | | Unknown, child of Bassos, partner of, grandchild of, | 
12888 | | Agathe tyche, | | kyrios, Asklepius, | | | | | 
12889 | | | | kyrios, | Keiladeenos, | | | | 
12890 | | Doron, | | Asklepius, kyrios, | | | | | 
12891 | | | | kyrios, Asklepius, | | | | | 
12892 | | | | kyrios, Asklepius, | | | | A[?], child of, partner of, grandchild of, | 
12894 | | | | kyrios, | | | | | 
12895 | | | | kyrios, | | | | | 
12896 | | Charisterion, | | | | | | | 
12897 | | | | | | | | | 
12898 | | | | theos, | | | | | 
12899 | | Doron, | | | | | | | 
12900 | | | | | | | | | 
12901 | | | | kyria, | | | | | 
12902 | | | | | Epekoos, Keiladeenos, | | | | 
12903 | | Agathe tyche, | | | | | | | 
12904 | | | | | | | | | 
12905 | | Agathe tyche, | | kyrios, Asklepius, | | | | | 
12906 | | Euchen, | | | | | | | 
12907 | | | | | | | | | 
12909 | | Doron, Anetheken, | | Asklepius, theos, | | | | Ailios, Moukianos, child of, partner of, Karros, grandchild of, | 
9286 | | Anetheken, | | | | | | Unknown, child of Ioulios, partner of, grandchild of, | 
12916 | | | | | | | | Dizas, child of Diouzes, partner of, grandchild of, | 
12923 | | Euchen, | | | | | | Ouales, child of, partner of, grandchild of, | 
12925 | | Doron, Eucharisterion, | | Heracles, | | | | | 
13083 | | | | | | | | Unknown, child of Beithys, partner of, grandchild of, | 
13084 | | | | | | | | | 
13089 | | | | Dionysus, | | | | | 
13090 | | | | kyrios, Zeus, Hera, | | | | | 
13755 | Demos, | | | theos, Isis, Sarapis / Serapis, | | Neinenai, Kimbroi, | | Beithys, Noumerios, child of Krispos, partner of, grandchild of, Mokas, child of Drakolas, partner of, grandchild of, Kaldenthos, child of Asos, partner of, grandchild of, Mokas, child of Keilaibeithys, partner of, grandchild of, Bitoulousos, child of Mokas, partner of, grandchild of, | 
13769 | | | | | | | | Pyrrhos, child of Pyrrhos, partner of, grandchild of Ma[?], | 
13771 | | Mnema,Mneme, Charin, Anetheken, | | | | | | | 
13772 | | | | | | | | Aurelios, Pyrrhos, child of, partner of, grandchild of, Aurelios, Artemidoros, child of, partner of, grandchild of, Pyrousala, child of, partner of, grandchild of, Dionysios, child of, partner of, grandchild of, | 
13773 | | Mnema,Mneme, Charin, | | | | | | Dionysios, child of Neikostratianos, partner of, grandchild of, Prokla, child of, partner of, grandchild of, | 
13777 | | Anetheken, | | | | | | Sabinos / Sabeinos, child of, partner of, grandchild of, | 
13778 | | | | | | | | Pyrrhos, child of Mokas, partner of, grandchild of, | 
13781 | | | | | | | | Pyrrhos, child of Pyrrhis, partner of, grandchild of, | 
13784 | | | | Artemis, | Elafebolos, | | | | 
13790 | Stratiotes, | Epoiesen, | | | | | | Gaios, Seoueros, Proklos, child of, partner of, grandchild of, Aurelia, child of, partner of, grandchild of, Kal[?], child of, partner of, grandchild of, Gaios, Proklos, child of, partner of, grandchild of, Gaios, Seoueros, child of, partner of, grandchild of, | 
13794 | | Anetheken, | | hiereia, | | | | Oualeria, Iousta, child of, partner of, grandchild of, | 
13797 | Boule, | Agathe tyche, | | | | | | Tiberianos, Posidonios, child of, partner of, grandchild of, | 
13800 | Patris, | | | | | | | Markos, Aurelios, Kapitonianos, Alexandros, child of, partner of, grandchild of, Terentiana, Ioulia, child of, partner of, grandchild of, | 
13805 | Stratiotes, | Anetheken, | | bomos, | | | | Poplios, Ailios, Longeinos, child of, partner of, grandchild of, | 
13807 | | | Soter, | Panakia, Asklepius, Hygeia, Telesphoros, | Despoina, Basilissa, | | | Anton, child of Anton, partner of, grandchild of, | 
13812 | | | | theos, heros, | | | | Pierion, child of Apollonios, partner of, grandchild of, | 
13815 | | | | theos, | Salenos, | | | Paramonos, child of Demes, partner of, grandchild of, | 
13818 | | Anetheken, | | theos, | Salenos, Epekoos, | Barbaroi, | | Aurelios, Barbaros, child of, partner of, grandchild of, | 
13820 | Doulos, | Eutychos, | | theos, | Salenos, Epekoos, | Kampanos, | | Granios, Kampanos, child of, partner of, grandchild of, | 
13823 | | Agathe tyche, Euchen, Charin, Anetheken, | | theos, | Salenos, | | | Kapitonianos, Filippos, child of, partner of, grandchild of, Libanis, child of, partner of, grandchild of, | 
13827 | | Agathe tyche, Eutychos, | | theos, | Salenos, | | | Herakleides, child of, partner of, grandchild of, | 
13829 | | Anetheken, | | bomos, theos, | | | | | 
13830 | | | | | | | | Ioulianos, child of, partner of, grandchild of, | 
13831 | | Anetheken, | | | | | | | 
13832 | | Euchen, Anetheken, | | theos, | Salenos, | | | Hermias, child of, partner of, grandchild of, | 
13834 | | | Euergetes, | | | | | Isidorianos, Zoilos, child of, partner of, grandchild of, | 
13837 | | | | | | | | | 
13838 | | | | | | | | | 
13839 | | Mneias, Charin, | | | | | | Theodora, child of, partner of, grandchild of, Pannychos, child of, partner of Theodora, grandchild of, | 
13840 | | Mnema,Mneme, Charin, | | | | | | | 
13841 | | | | | | | | Deidos, child of Pyroulas, partner of, grandchild of, Zaibalos, child of, partner of, grandchild of, Pyroulas, child of Pyroulas, partner of, grandchild of, | 
