Heurist ID,Geolocation,Start Year,End Year
6400,POINT(27.7365303 42.6595273),-300,-100
6404,POINT(27.7233124 42.6603479),-300,-200
6407,POINT(27.7233982 42.6602216),-300,-200
6410,POINT(27.7342987 42.6590855),-300,-200
6414,POINT(27.7238274 42.6597167),-200,99
6416,POINT(27.7228832 42.6601585),-400,-200
6419,POINT(27.7221966 42.6601585),-400,-200
6420,POINT(27.7353286 42.6589592),-300,-200
6422,POINT(27.7349854 42.6595273),-300,-200
6424,POINT(27.7348995 42.6593379),-300,-100
6425,POINT(27.7227974 42.660411),-200,-100
6428,POINT(27.7223682 42.6603479),-200,-100
6433,POINT(27.735157 42.6593379),-100,-31
6437,POINT(27.7236557 42.6600954),,
6439,POINT(27.7217674 42.6600954),,
6442,POINT(27.7360153 42.6588961),-300,-100
6443,POINT(27.7225399 42.6602216),,
6445,POINT(27.7227116 42.6602847),-300,-200
6447,POINT(27.7225399 42.6604741),,
6450,POINT(27.723999 42.6598429),,
6451,POINT(27.7231407 42.6606003),,
6453,POINT(27.7331722 42.6579336),,
6454,POINT(27.7230549 42.6600954),,
6456,POINT(27.7235699 42.6600323),-300,-100
6459,POINT(27.7350712 42.658833),-100,-1
6460,POINT(27.6494122 42.6448188),,
6462,POINT(25.5895185 43.2450152),,
6463,POINT(25.5895185 43.2450152),,
6468,POINT(25.5895185 43.2450152),,
6469,POINT(25.5895185 43.2450152),,
6472,POINT(25.5895185 43.2450152),,
6474,POINT(25.5895185 43.2450152),,
6480,POINT(25.5895185 43.2450152),,
6483,POINT(25.5895185 43.2450152),,
6485,POINT(25.718565 43.1072495),,
6487,POINT(25.651896 43.0835583),,
6492,POINT(25.5079365 43.2155603),,
6495,POINT(25.5895185 43.2450152),,
6496,POINT(25.5895185 43.2450152),,
6503,POINT(25.5895185 43.2450152),,
6508,POINT(27.7352428 42.6591486),,
6510,POINT(27.7182484 42.6600954),,
6512,POINT(27.7242565 42.6602847),,
6514,POINT(27.7212524 42.6606634),,
6515,POINT(27.723484 42.6600323),-200,-100
6516,POINT(27.7228832 42.660411),-400,-300
6519,POINT(27.7411652 42.6599691),,
6522,POINT(27.7350712 42.6592117),-300,-100
6523,POINT(27.7317238 42.6594642),-300,-100
6526,POINT(27.7223682 42.6602216),,
6527,POINT(27.7321529 42.6590855),284,476
6528,POINT(27.7111244 42.6611053),,
6530,POINT(27.7112961 42.6612315),,
6532,POINT(27.6840878 42.6493643),,
6535,POINT(25.5895185 43.2450152),,
6538,POINT(25.5895185 43.2450152),,
6542,POINT(25.5895185 43.2450152),,
6546,POINT(25.5895185 43.2450152),100,199
6547,POINT(27.7566147 42.7137232),,
6551,POINT(27.6937008 42.7514872),,
6558,POINT(27.5276184 42.7918736),,
6562,POINT(25.5895185 43.2450152),100,199
6565,POINT(25.651896 43.0835583),,
6570,POINT(27.5495911 42.7507939),,
6572,POINT(27.4950027 42.7373047),,
6575,POINT(27.4943161 42.7397002),,
6576,POINT(27.4950027 42.737683),,
6579,POINT(27.4943161 42.737683),,
6580,POINT(27.4950027 42.7386916),,
6582,POINT(27.4939728 42.7381873),,
6583,POINT(25.1699352 43.129021),,
6585,POINT(25.1653433 43.1851838),,
6588,POINT(25.1653433 43.1851838),,
6589,POINT(27.463932 42.6719606),,
6593,POINT(27.4661636 42.6725916),,
6594,POINT(27.4663353 42.6725916),,
6595,POINT(27.4653053 42.6723392),,
6596,POINT(27.4635887 42.6717081),,
6599,POINT(27.4647903 42.6727178),,
6601,POINT(27.4646187 42.6723392),,
6602,POINT(25.1991177 43.2384188),,
6605,POINT(25.3070498 43.2392629),,
6608,POINT(25.3110838 43.2061455),,
6612,POINT(25.4224706 43.2181562),,
6616,POINT(25.4224706 43.2181562),,
6617,POINT(25.4814363 43.2170459),,
6620,POINT(25.4814363 43.2170459),,
6624,POINT(25.4861569 43.2520172),,
6627,POINT(25.4861569 43.2520172),,
6630,POINT(25.4861569 43.2520172),,
6631,POINT(25.4861569 43.2520172),,
6633,POINT(25.5124426 43.3420028),,
6637,POINT(25.5124426 43.3420028),,
6639,POINT(25.5124426 43.3420028),,
6642,POINT(25.5124426 43.3420028),,
6646,POINT(25.5124426 43.3420028),,
6648,POINT(25.6887603 43.1218169),,
6650,POINT(27.6369667 42.5621844),213,217
6654,POINT(27.5890732 42.5798197),222,235
6659,POINT(27.6155704 42.5680485),,
6660,POINT(27.5887299 42.5798829),,
6666,POINT(27.637825 42.5623108),,
6669,POINT(27.6390266 42.56092),,
6670,POINT(25.6280994 42.4193381),187,187
6675,POINT(25.6123066 42.2978178),196,198
6681,POINT(25.8058548 42.4138253),196,198
6684,POINT(25.6261683 42.4266244),210,213
6686,POINT(25.62664 42.42681),196,217
6690,POINT(25.6267262 42.4254048),196,217
6691,POINT(25.8421612 42.2961672),196,217
6693,POINT(25.6268764 42.4256107),196,214
6696,POINT(25.6890821 43.1219265),,
6699,POINT(25.6900263 43.1231951),,
6700,POINT(25.6095171 43.1399978),,
6703,POINT(25.6095171 43.1399978),,
6704,POINT(25.623486 42.4262759),196,214
6706,POINT(25.6267905 42.4266877),222,222
6709,POINT(25.6335282 42.4266085),222,235
6719,POINT(25.6333566 42.4264026),236,238
6720,POINT(25.6344644 42.4257769),238,241
6723,POINT(25.633657 42.4261967),238,244
6727,POINT(25.6336355 42.4264818),244,249
6728,POINT(25.6480765 43.0844516),,
6731,POINT(25.6160831 43.0753458),,
6736,POINT(25.6187868 43.0736843),,
6738,POINT(25.6128645 43.0741702),,
6741,POINT(25.6155252 43.0740448),,
6745,POINT(25.6155252 43.0740448),,
6746,POINT(25.7182646 43.0370582),,
6748,POINT(25.6260395 42.426561),260,268
6750,POINT(25.8381271 43.0245099),,
6754,POINT(25.633893 42.4270837),266,268
6756,POINT(25.8380413 43.023004),,
6758,POINT(25.6332493 42.4266719),266,268
6764,POINT(25.6336355 42.4262442),268,285
6765,POINT(25.3687191 43.0238825),175,180
6769,POINT(25.6357384 42.4240268),,
6772,POINT(25.633657 42.4267036),,
6776,POINT(25.6282926 42.4265768),,
6782,POINT(25.632863 42.4266244),253,257
6785,POINT(25.8375263 42.3558166),,
6788,POINT(25.6334639 42.4267352),,
6792,POINT(25.6279707 42.4182926),,
6796,POINT(25.6327772 42.4264976),,
6798,POINT(25.626018 42.4267986),150,200
6803,POINT(25.6336355 42.4265135),250,251
6806,POINT(25.6259966 42.4223478),211,217
6811,POINT(25.6337214 42.4264343),,
6812,POINT(25.6327987 42.4264026),,
6813,POINT(25.3687191 43.0238825),197,198
6819,POINT(25.6332064 42.4267827),,
6830,POINT(25.6337643 42.4262601),180,185
6832,POINT(25.9123707 42.5116843),202,202
6837,POINT(25.6282282 42.4208429),222,235
6839,POINT(25.3687191 43.0238825),197,198
6843,POINT(25.8374405 42.4251672),222,235
6846,POINT(25.36872 43.02388),218,222
6856,POINT(25.3687191 43.0238825),235,238
6859,POINT(25.3687191 43.0238825),244,249
6865,POINT(25.3687191 43.0238825),270,275
6866,POINT(25.3687191 43.0238825),270,271
6871,POINT(25.3687191 43.0238825),,
6872,POINT(25.3687191 43.0238825),,
6873,POINT(25.3687191 43.0238825),,
6874,POINT(25.3687191 43.0238825),,
6879,POINT(25.3687191 43.0238825),,
6884,POINT(25.3687191 43.0238825),,
6886,POINT(25.3687191 43.0238825),,
6888,POINT(25.3499222 43.6181201),,
6890,POINT(25.6277561 42.4192747),244,249
6893,POINT(25.6332493 42.4206687),,
6905,POINT(25.6333351 42.4262442),,
6908,POINT(25.3612518 43.5088455),,
6935,POINT(26.5466595 43.5261486),19,26
6943,POINT(26.5466595 43.5261486),,
6944,POINT(26.54666 43.52615),,
6948,POINT(26.3121915 43.5619683),,
6950,POINT(26.4046097 43.5624969),,
6952,POINT(26.4046097 43.5624969),,
6955,POINT(26.3992453 43.4546791),,
6958,POINT(26.4136648 43.4299697),,
6963,POINT(25.6327558 42.4263551),,
6965,POINT(25.6268764 42.4282399),,
6967,POINT(25.6266832 42.4188153),,
6970,POINT(25.6317043 42.4257532),,
6973,POINT(25.6335282 42.4266085),100,500
6976,POINT(25.6639767 42.4334664),,
6978,POINT(25.6335068 42.4261967),,
6981,POINT(25.6286145 42.4256423),,
6982,POINT(26.0021496 43.6143918),,
6984,POINT(25.6340218 42.425975),,
6994,POINT(26.0760498 43.5002544),,
6997,POINT(26.2027359 43.5084409),,
7002,POINT(26.2027359 43.5084409),,
7005,POINT(26.2027359 43.5084409),,
7006,POINT(26.2027359 43.5084409),,
7009,POINT(26.2892532 43.4820408),,
7010,POINT(26.2899399 43.4825391),,
7011,POINT(26.2027359 43.5084409),,
7018,POINT(26.1011982 43.3625361),,
7020,POINT(25.6317043 42.4282874),,
7024,POINT(26.1597347 43.391265),,
7028,POINT(25.6337643 42.4261809),,
7031,POINT(28.1094217 43.7535821),,
7035,POINT(25.6335068 42.4263234),,
7036,POINT(26.2277985 43.3496178),,
7041,POINT(25.6293869 42.4187361),,
7045,POINT(25.6033802 42.4173104),,
7046,POINT(26.1745834 43.3225552),,
7050,POINT(26.2364244 43.3197764),,
7052,POINT(25.6345797 42.4273213),,
7054,POINT(25.6170273 42.4358102),,
7055,POINT(26.2785673 43.260331),,
7058,POINT(25.6334424 42.4262759),,
7059,POINT(25.5579758 42.3856835),1,284
7063,POINT(26.2785673 43.260331),,
7065,POINT(26.1233854 43.23573),,
7067,POINT(26.5724087 43.2489539),,
7070,POINT(26.417377 43.1079858),,
7073,POINT(26.6195297 43.0615825),,
7077,POINT(26.68854 43.12003),,
7081,POINT(26.6885376 43.1200314),,
7082,POINT(26.8104172 43.162055),,
7084,POINT(26.8104172 43.162055),,
7086,POINT(27.0405722 43.0978493),,
7088,POINT(27.0405722 43.0978493),,
7089,POINT(27.0405722 43.0978493),,
7090,POINT(25.6335926 42.4261017),,
7093,POINT(25.6337643 42.4262125),,
7094,POINT(25.6254226 42.4279528),310,340
7095,POINT(25.6336141 42.4265293),,
7096,POINT(25.6287861 42.4188312),,
7097,POINT(25.6336141 42.4260225),,
7100,POINT(25.6336999 42.425975),,
7104,POINT(25.6328201 42.4266244),,
7110,POINT(25.6231213 42.4267986),,
7111,POINT(25.6328201 42.4268778),,
7112,POINT(25.6289792 42.4193856),,
7113,POINT(27.1196651 43.076537),301,400
7115,POINT(26.8574309 43.3855109),,
7119,POINT(26.9723797 43.5056084),,
7121,POINT(26.8312311 43.7170546),,
7124,POINT(27.0944309 43.2754556),-200,-1
7126,POINT(27.0980358 43.2739714),401,600
7129,POINT(27.1252441 43.3618809),176,192
7130,POINT(27.12524 43.36188),,
7131,POINT(27.1252441 43.3618809),198,235
7134,POINT(27.1252441 43.3618809),,
7135,POINT(27.1252441 43.3618809),,
7137,POINT(27.1252441 43.3618809),,
7138,POINT(27.1252441 43.3618809),,
7139,POINT(27.1252441 43.3618809),,
7140,POINT(27.1252441 43.3618809),,
7141,POINT(27.12524 43.36188),,
7142,POINT(27.12524 43.36188),,
7143,POINT(27.1252441 43.3618809),,
7144,POINT(27.1104813 43.4393342),,
7145,POINT(27.3296928 43.3520831),,
7148,POINT(27.5855541 43.2252864),238,244
7150,POINT(27.5855541 43.2252864),,
7160,POINT(27.5855541 43.2252864),,
7161,POINT(27.5855541 43.2252864),,
7162,POINT(27.5855541 43.2252864),,
7170,POINT(25.6608009 42.4441396),,
7175,POINT(25.6344644 42.4257769),,
7177,POINT(25.386765 42.229566),197,199
7182,POINT(25.3868294 42.2281996),293,326
7183,POINT(25.350244 42.2445471),,
7205,POINT(25.3867435 42.2285015),100,299
7210,POINT(25.3497076 42.2470092),,
7214,POINT(25.4179859 42.2316315),,
7217,POINT(25.4141665 42.2309006),,
7220,POINT(25.3833908 42.2403256),,
7227,POINT(25.4136086 42.2311231),,
7232,POINT(25.4180717 42.2303286),,
7233,POINT(25.3535271 42.2438323),,
7234,POINT(25.3250313 42.2613033),-338,-30
7236,POINT(25.3227139 42.281881),,
7240,POINT(25.2843046 42.3089903),,
7241,POINT(27.5855541 43.2252864),,
7243,POINT(27.5855541 43.2252864),,
7244,POINT(27.5855541 43.2252864),,
7246,POINT(25.284605 42.3707201),-399,-200
7252,POINT(25.3538275 42.4346383),,
7258,POINT(27.5855541 43.2252864),,
7259,POINT(27.58555 43.22529),,
7260,POINT(27.58555 43.22529),,
7261,POINT(27.58555 43.22529),,
7269,POINT(27.5855541 43.2252864),,
7270,POINT(27.58555 43.22529),,
7271,POINT(27.58555 43.22529),,
7272,POINT(25.4073429 42.2999128),,
7276,POINT(25.3970432 42.3414171),,
7279,POINT(25.5120885 42.3723133),,
7281,POINT(25.5120134 42.3716872),,
7282,POINT(25.5117667 42.3721033),,
7283,POINT(25.5115843 42.3718061),,
7285,POINT(25.5118632 42.3719606),,
7286,POINT(25.5117345 42.3717981),,
7289,POINT(25.5118793 42.3717942),100,299
7292,POINT(27.58555 43.22529),,
7293,POINT(27.58555 43.22529),,
7294,POINT(27.58555 43.22529),,
7295,POINT(27.58555 43.22529),,
7299,POINT(25.5120671 42.3720914),,
7303,POINT(25.5120671 42.3717902),,
7307,POINT(25.5425262 42.3950338),,
7313,POINT(25.5420327 42.3939879),,
7314,POINT(27.58555 43.22529),,
7316,POINT(25.5424619 42.3932907),,
7317,POINT(27.58555 43.22529),,
7318,POINT(27.58555 43.22529),,
7319,POINT(27.58555 43.22529),,
7320,POINT(27.58555 43.22529),,
7325,POINT(27.58555 43.22529),,
7326,POINT(27.58555 43.22529),,
7327,POINT(27.58555 43.22529),,
7328,POINT(27.58555 43.22529),,
7329,POINT(27.58555 43.22529),,
7333,POINT(27.58555 43.22529),,
7334,POINT(27.58555 43.22529),,
7337,POINT(27.5367165 43.2101181),,
7339,POINT(27.4408436 43.1777986),,
7342,POINT(27.4407363 43.1778768),,
7343,POINT(25.542419 42.3937344),,
7346,POINT(25.5420542 42.3939562),,
7350,POINT(25.5429769 42.392942),,
7352,POINT(25.5430841 42.3937978),,
7355,POINT(25.542655 42.393354),,
7358,POINT(25.5423975 42.3934491),,
7359,POINT(25.5422044 42.3932431),,
7360,POINT(25.4936493 42.4513251),218,235
7362,POINT(25.4923582 42.451043),,
7363,POINT(25.4921436 42.4508847),,
7364,POINT(27.4636745 43.1787061),,
7368,POINT(27.5196362 43.1785183),,
7371,POINT(27.48955 43.23082),,
7376,POINT(27.4895525 43.2308211),,
7377,POINT(27.2278976 43.2020476),255,259
7383,POINT(27.6021624 43.2918259),,
7386,POINT(27.5917554 43.3315774),,
7389,POINT(27.59176 43.33158),,
7390,POINT(27.5917554 43.3315774),,
7396,POINT(27.5917554 43.3315774),,
7399,POINT(27.7234411 43.2793143),,
7403,POINT(27.5256443 43.3769802),,
7406,POINT(27.525816 43.3772922),,
7408,POINT(27.6298428 42.5635751),,
7413,POINT(27.6313877 42.5633223),,
7415,POINT(27.6294994 42.5637648),,
7418,POINT(27.6280403 42.5640809),,
7420,POINT(27.6350784 42.5623108),,
7423,POINT(27.6324177 42.5627533),,
7425,POINT(27.7663994 43.3488064),,
7430,POINT(27.7663994 43.3488064),,
7432,POINT(27.1988869 43.0345017),,
7440,POINT(27.3301649 43.1233674),,
7443,POINT(27.3806977 43.0862225),,
7447,POINT(27.4732661 43.1039596),,
7450,POINT(27.4732661 43.1039596),,
7451,POINT(27.5267601 43.1251685),,
7456,POINT(27.2631311 42.4277014),,
7459,POINT(27.6795816 43.1146119),193,249
7461,POINT(27.6795816 43.1146119),,
7463,POINT(27.6795816 43.1146119),,
7464,POINT(27.6795816 43.1146119),,
7468,POINT(27.6795816 43.1146119),,
7469,POINT(27.6795816 43.1146119),,
7470,POINT(27.6795816 43.1146119),,
7471,POINT(27.6795816 43.1146119),,
7472,POINT(27.6795816 43.1146119),,
7481,POINT(27.716639 42.9946976),201,300
7484,POINT(27.6682091 43.0119278),,
7486,POINT(27.2649765 44.1186486),,
7491,POINT(27.2649765 44.1186486),,
7492,POINT(27.26498 44.11865),,
7493,POINT(27.26498 44.11865),,
7496,POINT(27.8265882 43.5731158),-300,-201
7509,POINT(27.8265882 43.5731158),150,210
7513,POINT(27.7957106 43.9085601),,
7522,POINT(27.7957106 43.9085601),,
7523,POINT(27.79571 43.90856),,
7524,POINT(27.79571 43.90856),,
7530,POINT(27.7957106 43.9085601),,
7531,POINT(27.7957106 43.9085601),,
7533,POINT(27.8006458 43.9430858),,
7538,POINT(27.9327393 43.8433178),,
7540,POINT(27.5482178 43.6042619),,
7541,POINT(27.7130127 43.600284),-400,-101
7543,POINT(24.7498155 42.1472736),172,172
7549,POINT(24.74982 42.14727),-300,-101
7550,POINT(24.74982 42.14727),103,116
7553,POINT(24.74982 42.14727),186,186
7557,POINT(24.74982 42.14727),195,195
7558,POINT(25.7706642 42.4820357),222,231
7562,POINT(25.8714294 42.5042497),,
7568,POINT(24.74982 42.14727),,
7570,POINT(25.9086585 42.515338),,
7573,POINT(25.9534836 42.526962),,
7577,POINT(25.9745024 42.544612),,
7579,POINT(26.0955334 42.5439749),,
7584,POINT(26.0912464 42.2979604),250,300
7588,POINT(25.7501208 42.2499123),100,299
7592,POINT(25.7501208 42.2499123),,
7594,POINT(25.7603108 42.2473666),,
7595,POINT(25.603981 42.2531719),200,250
7598,POINT(25.5164337 42.2152965),,
7600,POINT(25.5160904 42.2165679),,
7601,POINT(25.5488026 42.1951819),202,202
7621,POINT(24.74982 42.14727),240,260
7683,POINT(24.74982 42.14727),,
7688,POINT(24.74982 42.14727),,
7691,POINT(24.74982 42.14727),,
7692,POINT(24.74982 42.14727),,
7693,POINT(24.74982 42.14727),,
7694,POINT(24.74982 42.14727),218,257
7695,POINT(24.74982 42.14727),,
7696,POINT(24.74982 42.14727),,
7699,POINT(24.74982 42.14727),,
7704,POINT(24.74982 42.14727),,
7706,POINT(24.74982 42.14727),,
7708,POINT(24.74982 42.14727),,
7710,POINT(24.74982 42.14727),222,231
7715,POINT(24.74982 42.14727),222,235
7717,POINT(24.74982 42.14727),247,247
7826,POINT(24.74982 42.14727),163,164
7834,POINT(24.74982 42.14727),,
7837,POINT(24.74982 42.14727),,
7839,POINT(24.74982 42.14727),198,211
7914,POINT(25.5486631 42.1939975),172,173
7915,POINT(25.5490494 42.1942519),,
7916,POINT(25.5481911 42.1939339),,
7917,POINT(25.5489635 42.1938385),,
7918,POINT(25.5858707 42.1831545),,
7919,POINT(25.5195236 42.2141523),,
7922,POINT(24.74982 42.14727),211,212
7924,POINT(24.74982 42.14727),212,217
7925,POINT(24.74982 42.14727),198,211
7926,POINT(24.74982 42.14727),198,211
7927,POINT(24.74982 42.14727),244,249
7928,POINT(24.74982 42.14727),,
7947,POINT(24.74982 42.14727),,
7949,POINT(24.74982 42.14727),,
7951,POINT(24.74982 42.14727),,
7953,POINT(24.74982 42.14727),,
7954,POINT(24.74982 42.14727),,
7959,POINT(24.74982 42.14727),,
7961,POINT(24.74982 42.14727),,
7962,POINT(24.74982 42.14727),,
7970,POINT(24.74982 42.14727),,
7971,POINT(25.6023502 42.1670933),222,231
7973,POINT(25.6012344 42.1670297),,
7980,POINT(25.6350517 42.1590135),222,222
7983,POINT(25.6370258 42.1597769),247,248
7994,POINT(27.4529457 42.5234829),19,100
7996,POINT(27.4604988 42.52032),,
7998,POINT(27.3925209 42.6107169),,
8001,POINT(27.3920059 42.6107169),,
8004,POINT(27.3897743 42.6097062),,
8009,POINT(27.3921776 42.6117276),,
8011,POINT(27.2948456 42.5753323),,
8014,POINT(27.4428177 42.6571287),124,124
8024,POINT(27.405138 42.4026715),,
8036,POINT(27.4574089 42.4102132),,
8038,POINT(27.7205593 42.6601365),-300,-200
8040,POINT(27.6961748 42.4172628),-300,-200
8041,POINT(27.4626361 42.5047926),,
8042,POINT(27.4626361 42.5047926),,
8043,POINT(27.6952887 42.4177857),-260,-250
8046,POINT(28.7113953 44.5728609),-200,-200
8050,POINT(27.4646187 42.5020983),-260,-240
8052,POINT(27.6958466 42.4175005),-200,-72
8063,POINT(27.6931858 42.4188312),,
8064,POINT(27.6938725 42.4183876),-300,-200
8065,POINT(27.6922417 42.4247078),-300,-100
8067,POINT(27.7015113 42.4111638),-300,-200
8069,POINT(27.7039146 42.4090725),-300,-100
8070,POINT(27.6949883 42.4243435),-25,-1
8074,POINT(27.6933575 42.421429),194,194
8076,POINT(27.6935291 42.421429),,
8077,POINT(25.4973793 42.1342585),,
8082,POINT(25.3111267 42.1291663),,
8085,POINT(25.7396793 42.101725),,
8088,POINT(25.8808923 42.0873949),222,231
8090,POINT(25.8819008 42.0862165),241,244
8095,POINT(25.8354664 42.1060553),241,244
8096,POINT(25.8523751 42.0625482),241,244
8097,POINT(27.6937437 42.4186728),-500,-300
8100,POINT(27.6937008 42.4194014),19,284
8108,POINT(25.8369255 42.0401141),,
8110,POINT(25.8328056 42.0401779),,
8113,POINT(25.9018135 42.0621021),246,248
8115,POINT(26.111412 41.9257815),,
8117,POINT(25.2811718 42.0148025),,
8121,POINT(25.280571 42.0150576),,
8125,POINT(25.3481627 42.053276),,
8130,POINT(25.4151106 42.0791296),,
8133,POINT(25.4144669 42.0793048),,
8135,POINT(25.5024272 42.005045),,
8141,POINT(25.4963493 41.9929257),,
8143,POINT(25.4957914 41.993468),,
8144,POINT(25.4426086 41.9905893),,
8145,POINT(25.5951405 42.0072773),,
8148,POINT(25.548749 41.9525966),,
8151,POINT(25.3515959 41.9329013),,
8153,POINT(25.3496647 41.9337633),,
8154,POINT(25.4395294 41.8096442),,
8157,POINT(25.4288439 41.7757613),,
8159,POINT(25.4288439 41.7757613),,
8162,POINT(25.4300666 41.7773447),,
8166,POINT(25.4290366 41.7766086),,
8169,POINT(25.4288435 41.7760165),,
8172,POINT(25.4289937 41.7763205),,
8173,POINT(25.0816154 42.649743),-200,-1
8177,POINT(25.3049469 42.6173493),-300,-280
8189,POINT(25.3037453 42.6174125),-300,-250
8191,POINT(27.6930141 42.4207004),1,200
8193,POINT(27.6935291 42.4212073),,
8219,POINT(25.2201462 42.6149491),200,299
8224,POINT(25.2205325 42.6147912),200,299
8226,POINT(25.2205754 42.6144122),200,299
8228,POINT(25.2220345 42.6146964),200,299
8229,POINT(25.2221203 42.6140333),200,299
8230,POINT(25.2210044 42.6140647),200,299
8231,POINT(25.2221203 42.6145385),200,299
8234,POINT(25.2219915 42.6140648),200,299
8235,POINT(25.2942181 42.6556453),,
8238,POINT(25.334301 42.6843283),113,154
8242,POINT(25.3646636 42.6675192),150,230
8246,POINT(25.3631401 42.6684896),150,230
8248,POINT(25.3639984 42.667543),150,230
8249,POINT(25.3639984 42.6677323),150,230
8250,POINT(25.3642559 42.6676061),150,230
8252,POINT(25.3643417 42.6672904),150,230
8254,POINT(25.3650284 42.6672905),150,230
8255,POINT(25.3643418 42.6678585),150,230
8256,POINT(25.3638267 42.667038),150,230
8258,POINT(25.3630543 42.6684896),150,230
8259,POINT(25.363741 42.6686158),150,230
8261,POINT(25.3641701 42.6667856),150,230
8262,POINT(25.3645134 42.6669749),150,230
8263,POINT(25.3642559 42.667606),150,230
8264,POINT(25.3633976 42.6677322),200,299
8280,POINT(25.4796982 42.6573812),,
8289,POINT(27.6949453 42.4239634),19,100
8294,POINT(27.6896668 42.4246603),,
8295,POINT(22.9042625 42.3305043),,
8297,POINT(25.4039097 42.6274544),,
8300,POINT(25.4490137 42.576312),,
8303,POINT(25.886879 42.6368633),,
8306,POINT(25.4463959 42.5788085),,
8308,POINT(26.2024784 42.6523944),,
8310,POINT(26.3228685 42.6816536),100,299
8317,POINT(26.3234997 42.6820568),100,299
8320,POINT(26.3247871 42.6796907),,
8324,POINT(26.3223839 42.6840128),300,500
8325,POINT(26.460743 42.6582649),,
8328,POINT(26.5938663 42.6456395),,
8333,POINT(26.3566303 42.5178528),,
8337,POINT(26.3261604 42.4789972),,
8340,POINT(26.4822006 42.5502982),136,200
8344,POINT(26.4818573 42.5487807),,
8346,POINT(26.4810848 42.5506144),,
8350,POINT(26.4834023 42.5488439),,
8357,POINT(27.6940227 42.4227596),-600,-500
8360,POINT(27.6928425 42.4237575),-510,-480
8363,POINT(27.6937437 42.4149342),-500,-300
8365,POINT(27.6941729 42.4238525),-500,-300
8367,POINT(27.6936364 42.4232506),-500,-300
8370,POINT(23.0981246 42.8666237),,
8376,POINT(26.5006971 42.4864032),,
8377,POINT(26.5007401 42.4856753),,
8379,POINT(26.4988518 42.486593),,
8380,POINT(26.499238 42.4863715),,
8382,POINT(26.5002251 42.4853904),,
8384,POINT(26.4990234 42.4862449),,
8386,POINT(26.5003538 42.4864665),,
8387,POINT(26.5010405 42.4858335),,
8388,POINT(26.5000105 42.4853588),,
8389,POINT(26.5100098 42.3910086),,
8391,POINT(26.5162754 42.281881),,
8396,POINT(27.6931858 42.4219676),-500,-300
8398,POINT(27.6933146 42.420637),-500,-300
8400,POINT(27.6938725 42.4130649),-500,-400
8403,POINT(27.6924133 42.419845),-500,-300
8405,POINT(27.6932716 42.4216191),-500,-300
8408,POINT(27.6949024 42.4142689),-500,-300
8410,POINT(26.3420391 42.2161229),100,299
8415,POINT(26.3416529 42.2119909),,
8417,POINT(26.3407946 42.2115777),,
8420,POINT(26.6415024 42.1425324),,
8424,POINT(26.6428757 42.1420233),,
8426,POINT(26.6408157 42.141896),,
8428,POINT(26.4240932 42.0747179),,
8431,POINT(26.4216042 42.0705766),,
8433,POINT(26.4370966 42.0289897),,
8440,POINT(26.6897947 42.0951105),,
8443,POINT(26.8979346 42.0729781),,
8446,POINT(25.9260178 41.883365),,
8451,POINT(26.0181141 41.801135),,
8455,POINT(26.0186291 41.800943),,
8456,POINT(26.0176849 41.8015189),,
8460,POINT(26.0187149 41.8013269),,
8464,POINT(26.0212898 41.8012629),,
8469,POINT(26.0200024 41.8015189),,
8471,POINT(26.0192299 41.8013909),,
8474,POINT(26.0200882 41.8015189),,
8477,POINT(26.0214615 41.801071),,
8480,POINT(26.0219765 41.8014549),,
8483,POINT(26.0206032 41.8015189),,
8485,POINT(26.0206032 41.8012629),,
8487,POINT(26.020689 41.8013269),,
8491,POINT(26.0205173 41.8012629),,
8494,POINT(26.0218048 41.8013269),,
8496,POINT(26.0210323 41.801135),,
8497,POINT(26.0192299 41.8014549),,
8498,POINT(26.1973286 41.7772006),,
8500,POINT(26.1944962 41.7786728),,
8503,POINT(26.1954403 41.7754724),,
8504,POINT(26.3079643 41.7572272),222,231
8507,POINT(26.0572958 41.5987884),,
8511,POINT(26.1227417 41.5265718),,
8515,POINT(26.1189651 41.5270858),,
8516,POINT(26.1515808 41.457137),,
8520,POINT(26.0175133 41.4546282),,
8524,POINT(25.9844685 41.4916708),,
8528,POINT(25.9586334 41.5096057),,
8538,POINT(26.707592 42.6369896),211,305
8539,POINT(26.7096519 42.6387576),,
8540,POINT(26.9803527 42.6511052),,
8542,POINT(27.0807838 42.6094535),,
8544,POINT(24.74982 42.14727),,
8545,POINT(24.74982 42.14727),,
8546,POINT(24.7326279 42.1343858),,
8548,POINT(24.74982 42.14727),,
8549,POINT(24.74982 42.14727),,
8551,POINT(24.74982 42.14727),,
8552,POINT(24.74982 42.14727),,
8553,POINT(24.74982 42.14727),,
8554,POINT(24.74982 42.14727),,
8556,POINT(24.74982 42.14727),,
8557,POINT(24.74982 42.14727),,
8559,POINT(24.74982 42.14727),,
8561,POINT(24.74982 42.14727),,
8564,POINT(24.74982 42.14727),,
8565,POINT(24.74982 42.14727),,
8567,POINT(24.74982 42.14727),,
8568,POINT(24.74982 42.14727),,
8569,POINT(24.74982 42.14727),,
8570,POINT(24.74982 42.14727),,
8573,POINT(24.74982 42.14727),,
8574,POINT(24.74982 42.14727),,
8576,POINT(24.74982 42.14727),,
8577,POINT(24.74982 42.14727),,
8578,POINT(24.74982 42.14727),,
8581,POINT(24.74982 42.14727),,
8582,POINT(24.74982 42.14727),,
