2168,24.9730182,40.9335844,-485,-475
2169,24.9732113,40.9337789,-300,-280
2273,28.4583664,43.6117196,200,300
2276,28.4592247,43.6119682,,
2279,28.4588814,43.6120925,,
2280,28.5332108,43.5389671,,
2282,28.4578514,43.5300069,222,235
2284,28.3670425,43.4236271,1,200
2285,28.3397484,43.4359688,,
2286,28.3534813,43.4137769,,
2288,28.3385468,43.4355948,-200,-100
2289,28.4656191,43.3754517,,
2290,28.4434318,43.3878345,,
2291,28.3548546,43.4148991,,
2292,28.4650612,43.3796004,,
2293,28.3548546,43.4162707,,
2294,24.9727,40.93352,-370,-350
2295,22.5006866,38.4815112,-260,-240
2304,26.785014,38.177262,-166,-160
2314,26.785014,38.177262,-166,-160
2318,24.97366,40.93371,-199,-100
2323,24.97366,40.93371,-199,-100
2329,24.97366,40.93371,-199,-100
2333,24.97366,40.93371,-199,-100
2335,24.97366,40.93371,-120,-80
2337,24.97366,40.93371,-338,-30
2338,24.97366,40.93371,-460,-440
2340,24.97366,40.93371,-420,-400
2342,24.97366,40.93371,-420,-400
2343,24.97366,40.93371,-325,-300
2345,24.97366,40.93371,100,199
2346,24.97366,40.93371,200,299
2350,24.97366,40.93371,300,399
2353,24.97366,40.93371,-338,-30
2354,24.97366,40.93371,100,199
2355,24.97366,40.93371,99,99
2356,24.97366,40.93371,131,132
2359,24.97366,40.93371,100,199
2360,24.97366,40.93371,-27,284
2362,24.97366,40.93371,-27,284
2363,24.9736619,40.9337141,-460,-440
2365,24.9732971,40.9343949,-199,-1
2366,24.9691772,40.9425644,1,199
2367,24.9732113,40.9336168,-560,-540
2368,24.9736834,40.9338113,-499,-475
2369,24.9729967,40.9337141,-475,-450
2370,24.9734473,40.9328711,-475,-450
2372,24.9734902,40.9337951,-460,-440
2373,24.9732757,40.9336978,-499,-300
2375,24.9737048,40.9337303,-499,-300
2376,24.9736619,40.9337627,-399,-370
2378,24.9735117,40.9336654,-399,-370
2379,24.9738979,40.9338599,-399,-350
2380,24.9730396,40.9334709,-399,-350
2381,24.9731898,40.9336168,-350,-300
2382,24.9737906,40.9335682,-350,-300
2383,24.9732327,40.9335682,-360,-340
2384,24.9735546,40.9338275,-350,-300
2385,24.9732327,40.9337627,-325,-300
2386,24.973855,40.9337789,-320,-280
2387,24.9735546,40.9335357,-299,-270
2388,24.9732971,40.9337627,-299,-200
2389,24.9732757,40.9335844,-299,-200
2390,24.9729753,40.9336816,-299,-200
2391,24.9735975,40.9336816,-299,-100
2392,24.9733615,40.9336816,-299,-100
2393,24.9732971,40.9336978,-299,-100
2394,24.9735546,40.9336168,-199,-100
2395,24.9735332,40.9337303,-199,-100
2396,24.9734688,40.9337951,-399,-300
2397,24.9732542,40.9337141,-399,-300
2398,24.9734259,40.9337303,-475,-450
2399,24.97334,40.933633,-199,-100
2400,24.9730182,40.9333736,-360,-340
2402,24.9732971,40.9338113,-299,-100
2403,24.9736404,40.9337141,-199,-1
2404,24.9732542,40.9337627,-99,-1
2405,24.9732327,40.9336654,-99,99
2406,24.9735332,40.9337627,-99,-1
2408,24.9715805,40.9344922,1,199
2409,24.9714088,40.9352054,100,199
2410,24.9717736,40.9346381,200,299
2413,24.9717736,40.9347029,200,299
2414,24.9731469,40.9337465,200,299
2415,24.9731684,40.9336006,270,299
2417,24.9729753,40.9335033,-99,99
2420,24.9733186,40.9336654,300,399
2422,24.9732971,40.9331143,-360,-340
2423,24.9729753,40.9337141,-399,-200
2424,24.9728251,40.9337627,,
2425,24.9729109,40.9332926,-228,476
2426,24.777174,41.0868558,117,138
2430,24.77717,41.08686,117,138
2433,28.3390617,43.4358441,,
2434,28.3539963,43.415772,,
2435,28.4116745,43.4040498,,
2436,28.4640312,43.3761068,-16,14
2439,28.4657478,43.3646265,337,361
2440,28.3673,43.6087677,,
2441,28.1654906,43.407495,-48,-48
2442,25.1095533,41.0137134,-399,-300
2443,25.1098108,41.0137296,1,99
2444,24.9613827,41.0610542,-27,284
2448,24.8863775,41.1291264,1,50
2450,24.7679901,41.0852062,46,54
2468,24.7697926,41.0849797,46,54
2469,24.7646427,41.0840417,50,99
2470,24.7668314,41.0844622,1,199
2471,24.7622824,41.0819714,200,299
2473,24.7678614,41.0846886,200,299
2475,24.7664022,41.0842681,200,299
2476,24.7663164,41.0844622,200,299
2477,24.7645569,41.0830712,,
2478,24.7613382,41.0827478,-27,284
2482,24.7637844,41.0834594,-27,284
2483,24.7606945,41.0822625,-27,284
2484,24.7606945,41.082489,400,599
2485,24.7667885,41.0446632,-99,99
2486,24.7679472,41.0467023,200,299
2487,24.76784,41.04617,100,199
2488,24.7678828,41.0460712,200,299
2489,24.7675395,41.0458932,200,299
2490,24.7674322,41.0461683,200,299
2492,24.8847198,41.127696,100,199
2493,24.8843765,41.1283102,200,299
2494,24.6229899,41.285623,-199,-100
2495,24.5132317,41.2419957,-27,284
2496,25.2874125,40.938038,-450,-100
2497,25.2859783,40.9405546,-420,-400
2498,25.2854633,40.9398414,-460,-440
2500,25.2852917,40.9386095,-460,-440
2503,25.2867508,40.9397117,-450,-425
2504,25.2842617,40.9382853,-450,-400
2505,25.285635,40.9394524,-450,-400
2508,25.2884674,40.9397117,-450,-400
2509,25.2850342,40.9384798,-450,-400
2510,25.2841759,40.9380259,-450,-400
2511,25.2844334,40.9385446,-450,-400
2512,25.2831459,40.9384798,-450,-425
2514,25.2858067,40.9394524,-425,-400
2515,25.2309179,40.9770145,-425,-400
2518,25.2854633,40.9397765,-425,-400
2520,28.1672287,43.4087265,-300,-200
2521,25.2832763,40.9391961,-425,-400
2522,25.2898399,40.9471003,-425,-400
2523,25.2852917,40.9397765,-425,-400
2524,25.2852058,40.9393875,-410,-390
2525,25.2876949,40.9381556,-410,-390
2526,25.2852058,40.9399062,-410,-390
2527,25.23036,40.9763341,-410,-390
2528,25.2875233,40.9398414,-410,-390
2529,25.2869225,40.9390633,-410,-390
2534,28.1658125,43.4081653,-300,-100
2535,28.1674433,43.4078847,212,250
2536,25.2858925,40.939193,-499,-300
2537,25.284605,40.938804,-499,-300
2538,25.2853775,40.9402304,-450,-380
2539,25.2874374,40.9401007,-399,-380
2540,25.284605,40.9387391,-399,-375
2542,25.2865791,40.9384798,-399,-375
2544,25.2832317,40.938415,-399,-375
2545,25.2865791,40.9393875,-399,-375
2546,25.2867508,40.939582,-375,-350
2548,25.2868366,40.938804,-375,-350
2549,25.2858067,40.9381556,-375,-350
2550,25.2852917,40.9389337,-375,-350
2551,25.2817726,40.9383501,-375,-350
2552,25.2832317,40.9382204,-375,-350
2553,25.2846909,40.9391282,-375,-350
2554,25.2849483,40.9380259,-399,-350
2555,25.2864075,40.9383501,-399,-350
2556,25.2826309,40.9379611,-399,-350
2557,25.2836609,40.9385446,-399,-350
2559,25.2875233,40.9382853,-360,-340
2560,25.2850342,40.9386095,-360,-340
2561,25.2828026,40.9388688,-360,-340
