Record ID,Personal name,Parent's name,Ethnic name,Partner's name,Grandparent's name,Comments
5295,"2189|2287","129",,,,
5268,"2189|2287","135",,,,
5257,"2189|2287","236",,,,
5291,"2189|2287","2218",,,,
4702,"2189|2287","2287",,,"354",
5261,"2189|2287","682",,,,
5243,"2189|2287","2241",,,,
5143,"2189|2287","1128",,,,
5159,"2189|2287","1139",,,,
5164,"2189|2287","2928",,,,
12594,"2189|2287",,,"12306",,
12598,"2189|2287",,,"12597",,
5146,"2189|2287",,,,,
11602,"2189|2287|11601",,,,,
5132,"2189|469","2229",,,,
5108,"2189|469","1462",,,,
9830,"2189|469",,,,,
9033,"2189|485","2175",,,,
10238,"2189|485",,,,,
12723,"2189|2962",,,,,
12767,"2189|12766","1769","6448","3935",,
11116,"2189|506","1196",,,,
12614,"2189|12613",,,"2188",,
5265,"2189|2965","645",,,,
5242,"2189|564","564",,,,
5223,"2189|564","645",,,,
5173,"2189|5153","2932",,,,
5259,"2189|571","2965",,,,
12488,"2189|12487",,,"2188",,
11132,"2189|578","578",,,,
12502,"2189|12501","12501","11902","8137",,
11110,"2189|11109",,,,,
5289,"2189|635","2920",,,,
13006,"2189|13005",,,"465",,
5127,"2189|643","208",,,,
11141,"2189|643","264",,,,
12507,"2189|643","12506","11902","2188",,
5144,"2189|2268","1150",,,,
5282,"2189|2269","236",,,,
5158,"2189|682","1183",,,,
5192,"2189|682","1548",,,,
12715,"2189|12712","12713",,"12714",,
13664,"2189|683",,,,,
12719,"2189|12718",,,,,
5246,"2189|689","1308",,,,
5134,"2189|2272","56",,,,
5169,"2189|2211","20",,,,
5177,"2189|2211","2224",,,,
5185,"2189|2211","2239",,,,
13359,"2189|2211",,,,,
4963,"2189|3757",,,"3758",,
12612,"2189|12611",,,,,
12610,"2189|12609",,,,,
6783,"2189|6622|451",,,,,
3939,"2189|3258|3938",,,,,
4949,"2189|3697",,,,,
5196,"2189|7186","2196",,,,"Father's name is Klaudios Katlos"
5096,"2189|718","2204",,,,
5101,"2189|718","792",,,,
5088,"2189|727","456",,,,
5170,"2189|732","2930",,,,
5103,"2189|732","5104",,,,
5121,"2189|2603","1297",,,,
5194,"2189|756","2934",,,,
5249,"2189|756","756",,,,
10066,"2189|781","511",,,,
11101,"2189|781","2458",,,,
5293,"2189|784","236",,,,
5139,"2189|784","756",,,,
5161,"2189|784","2176",,,,
10501,"2189|787","799",,,,
12049,"2189|2833",,,,,
5262,"2189|792","792",,,,
13634,"2189|792","2176",,,,
5229,"2189|792","2179",,,,
5168,"2189|796","2458",,,,"Father's name is Ioulios Mestos"
11143,"2189|796","1196",,,,
11142,"2189|796","1539",,,,
6371,"2189|796",,,,,
6757,"2189|796|1196",,,,,
7651,"2189|7650",,,,,
10013,"2189|10012","908",,,,
5125,"2189|812","2175",,,,
13641,"2189|816",,,,,
10077,"2189|823",,,,,
9661,"2189|825","2719",,,,
11099,"2189|825",,,,,
5237,"2189|842","2218",,,,
5113,"2189|842","5112",,,,
12605,"2189|846",,,"12602",,
5288,"2189|847","141",,,,
5122,"2189|849","898",,,,
9124,"2189|9123",,,,,
12607,"2189|12606",,,,,
5197,"2189|2228","2196",,,,"Father's name is Klaudios Kastos"
6718,"2189|7975|6717",,,,,
8536,"2189|2229",,,,,
6513,"2189|2458",,,,,
8010,"2189|887","556",,,,
11136,"2189|887","11111",,,,
11112,"2189|11111",,,,,
10896,"2189|922","273",,,,
4756,"2189|932",,,,,
5285,"2189|2230","2241",,,,
11647,"2189|11646",,,,,
11145,"2189|11144","1682",,,,
11107,"2189|6717",,,,,
9399,"2189|9398",,,,,
11115,"2189|2233",,,,,
11137,"2189|952","791",,,,
11133,"2189|952","1336",,,,
11140,"2189|955","1576",,,,
11096,"2189|2234","2287",,,,
6823,"2189|2234",,,,,
5126,"2189|2196","7186",,,,
5107,"2189|2196","5104",,,,
9187,"2189|3191","3443",,,,
6726,"2189|3191",,,,,
5306,"2189|2582",,,,,
5247,"2189|990","990",,,,
12620,"2189|2236","2236","11902","7263",,
5292,"2189|2198","135",,,,
12440,"2189|12438","12439",,"2188",,
5258,"2189|1009","10",,,,
15344,"2189|15343",,,,,
5137,"2189|1020","2920",,,,
4706,"2189|1021","654","2589",,"1616",
13078,"2189|13076",,,"13077",,
5124,"2189|2199","1297",,,,
12608,"2189|1046",,,,,
4476,"2189|2200",,,,,
6876,"2189|6875",,,,,
13080,"2189|2175",,,"3891",,
16563,"2189|16562",,,,,
7664,"2189|6610",,,,,
11100,"2189|9026","9026",,,,
12770,"2189|12769",,,,,
11345,"2189|1072",,,"11344",,
5266,"2189|1073","129",,,,
12754,"2189|12753",,,,,
7213,"2189|1075",,,,,"son of Hadrianos Moukianos"
12881,"2189|12880",,,,,
5240,"2189|2452","129",,,,
12773,"2189|2452","456","6448","195",,
8253,"2189|2452",,,,,
5338,"2189|2659","5339",,,,
11130,"2189|2659","1336",,,,
14984,"2189|2659",,,"6506",,
5174,"2189|2176","2932",,,,
5231,"2189|2176","2287",,,,
9186,"2189|2176","9185",,,,
5186,"2189|2176","732",,,,
5166,"2189|2176","2176",,,,
5180,"2189|2176","2176",,,,"Aurelios Markos Markou 2"
5232,"2189|2176","1548",,,,
9184,"2189|2176","1642",,,,
12694,"2189|2176",,"11902","6506",,
6473,"2189|2176",,,,,
5136,"2189|1087","1248",,,,
7169,"2189|3173","2287",,,,
12879,"2189|12878",,,,,
11869,"2189|2241","348",,"11871",,
9977,"2189|2241",,,,,
4701,"2189|1107",,,,,
6784,"2189|1119","1119",,,,
5189,"2189|1119",,,,,
15347,"2189|15346","689",,,,
12705,"2189|3735","212","11902","1638",,
5152,"2189|5151","2287",,,,
5279,"2189|1139","20",,,,
5119,"2189|2602","5118",,,,
11387,"2189|10710","654",,,,
4855,"2189|1143",,,,,
9433,"2189|3178",,,,,
5193,"2189|1150","212",,,,
5236,"2189|1183","124",,,,
5155,"2189|1183","1248",,,,
5241,"2189|1183","2917",,,,
5188,"2189|1183",,,,,
9579,"2189|1194",,,,,
8518,"2189|1195","1420",,,,
11161,"2189|1196","2454",,"7007",,
11153,"2189|1196","449",,,,
11104,"2189|1196","2287",,,,
11193,"2189|1196","11192",,,,
5095,"2189|1196","2458",,,,
10142,"2189|1196","1196",,,,
7597,"2189|1196",,,,,
10243,"2189|1197",,,,,
12708,"2189|1219","12707",,"337",,
11225,"2189|11224",,,,,
5111,"2189|1223","2601",,,,
12717,"2189|12713",,,,,
7176,"2189|1241",,,,,
7652,"2189|1242",,,,,
5222,"2189|1248|20","5221",,,,
5238,"2189|1248","2933",,,,
5286,"2189|1248","2218",,,,
5219,"2189|1248","727",,,,
5114,"2189|1248","2601",,,,
5270,"2189|1248","1529",,,,
5333,"2189|1248",,,,,
4436,"2189|4434","1729",,"4867",,
6543,"2189|1268","461",,,,
6975,"2189|2243",,,,,
4927,"2189|3146",,,,,
9841,"2189|9840",,,,,
6781,"2189|1288","812",,,,
9964,"2189|1296",,,,,
12710,"2189|1299",,,,,
5299,"2189|1308","212",,,,
5171,"2189|1308","456",,,,
7422,"2189|2246",,,,,
6824,"2189|6373","6373",,,,
4962,"2189|1337",,,,,
13418,"2189|1349","13417",,,,
7414,"2189|1356","2188",,,,
15349,"2189|15348",,,,,
13710,"2189|13709",,,,,
15403,"2189|2177|1645",,"15402",,,
5097,"2189|1373","2600",,,,
5099,"2189|1373",,,,,
15557,"2189|8196",,,,,
13647,"2189|13646",,,,,
6851,"2189|6850",,,,,
5110,"2189|2252","1629",,,,
5093,"2189|2252",,,,,
5147,"2189|1388","200",,,,
4402,"2189|3241",,,,,
10936,"2189|1403","1267",,,,
16329,"2189|1403",,,,,
9529,"2189|9528",,,,,"attribute: Tauros"
5098,"2189|1416","842",,,,
16211,"2189|1424",,,,,
5290,"2189|2257","1183",,,,
6960,"2189|1433","3107",,,,
7669,"2189|1433",,,,,
6574,"2189|2255",,,,,
10267,"2189|7516","264",,,,
6499,"2189|6498",,,,,
15425,"2189|15424|15426",,,,,
6702,"2189|8912",,,,,
6849,"2189|5978|6848|1587",,,,,
9574,"2189|9573","1190",,,,
8866,"2189|8865","1196",,,,
6870,"2189|2260",,,,,
12781,"2189|2206|783",,,,,
7216,"2189|2261","540",,,,
12691,"2189|11398",,,,,
7659,"2189|7658",,,,,
12750,"2189|1529",,,,,
16216,"2189|1546","497",,,,
5273,"2189|1548","990",,,,
5176,"2189|1548","2176",,,,
5218,"2189|1548","1548",,,,
5190,"2189|1548",,,,,
5123,"2189|2208","2241",,,,
5244,"2189|1576","1645",,,,
11098,"2189|1576",,,,,
11129,"2189|1576",,,,,
9051,"2189|1594","264",,,,
4199,"2189|1594","1201",,,,
11151,"2189|11150","887",,,,
11147,"2189|11146","9461",,,,
5253,"2189|2917","2917",,,,
13460,"2189|1616","1508",,,,
5092,"2189|1629","2194",,,,
11131,"2189|1629","996",,,,
5100,"2189|1640","2204",,,,
5094,"2189|1640","1183",,,,
5140,"2189|1640","1598",,,,
12751,"2189|1640",,,"1025",,
7698,"2189|1640",,"7721",,,
5224,"2189|1642","2659",,,,
5028,"2189|1642|3729",,,,,
15412,"2189|1645","456","15411",,,
5255,"2189|1645","2659",,,,
5182,"2189|1645","1129",,,,
5091,"2189|1649","1416",,,,
13567,"2189|1650","2454",,,,
5278,"2189|3112","842",,,,
5297,"2189|3114","129",,,,
12645,"2189|12644",,,,,
12813,"2189|3891",,,,,
5138,"2189|1708","56",,,,
5195,"2189|1708","5153",,,,
5264,"2189|1708","1248",,,,
5233,"2189|1708","1708",,,,
5199,"2189|2935","2218",,,,
13639,"2189|13638",,,,,
5220,"2189|1757","2917",,,,
13066,"2189|1757",,,"13065",,
5230,"2189|1759","1645",,,,
5162,"2189|2928",,,,,
12984,"2189|12983",,,,,
10731,"8462|443",,,,,
9246,"8462|485",,,,,
8463,"8462|2659",,,,,
6962,"4783|6961",,,,,
12355,"4783|6961",,,,,
4784,"4783|3423",,,,,
4386,"4862",,,,,
4820,"4819",,,,,
13095,"13094|449",,,,,
4385,"4861",,,,,
5449,"248","898",,"291",,"Husband of Blosti Potamonos"
12280,"249","12279",,,,
8984,"249",,,,,
9772,"250",,,,,
7395,"7394","243",,,,
14228,"5801","243",,,,
12893,"5801",,,,,
5599,"5598","784",,,,
5481,"5480",,,"685",,"husband of Filiste, daughter of Hestiaios"
5528,"5526","319","5527",,,
7567,"7566|2953",,,,,
14499,"254","14498",,,,
11930,"255","781",,,,
8268,"255","1201",,,,
11932,"255",,,,,
12317,"12305",,,,,
15327,"15325","12166",,,,
13997,"256","13996",,,,
8402,"8401","747",,,,
5968,"2215",,,,,
11805,"11804",,,,,
7382,"5115",,,,,
7653,"2204|67",,,,,
12807,"2204|101",,,"12806",,
13112,"2204|2215",,,,,
6071,"2204","621",,,,
13280,"2204","13279",,,,
10887,"2204|683",,,,,
6150,"2204|6149",,,,,
6153,"2204|6149",,,,,
5263,"2204|2232",,,,,
15864,"2204|2241",,,,,
9425,"2204|2243",,,,,
11093,"2204|9528",,,,,
6858,"2204|1508",,,,,
5239,"2204|1639",,,,,
6152,"2204|1642","6149",,,,
10701,"2964","6146",,,,
15555,"2964",,,,,
16049,"2215","16047",,,,
13860,"2215|605",,,,,
10739,"10738",,,,,
4889,"2278","2258",,,"2277",
16687,"260",,,,,
5076,"261",,,,,
13747,"13746|168","390",,,,
6628,"262",,,,,
12527,"12525|3670","12525",,,,
12523,"12525|11034",,,"12522",,
8991,"8990",,,,,
11257,"8990|8959",,,,,
9118,"264","9117",,,,
9962,"264",,,,,
5636,"2973","564",,,,
5712,"2973","1496",,"3508",,"husband of Iaathites, daughter of Apollonios"
7789,"266","274",,,,
10959,"266",,,,,
11697,"3621","20",,"990",,
5417,"3621","1248",,,,
13219,"13218","368",,,,
4671,"3066",,,,,
6795,"6794",,,,,
4502,"2714|2211",,,,,
11082,"270",,,,,
15283,"15281|15282",,,,,
7306,"7305",,,,,
3933,"271","196",,,,
7612,"7611","2873",,,,
7609,"7608","285",,,,
9150,"9148","9149",,,,
9916,"273",,,,,
9547,"274","247",,,,
7818,"274","7790",,,,
7813,"274","7812",,,,
7814,"274","310",,,,
7754,"274","426",,,,
4842,"274","431",,,,
8378,"274","491",,,,
9515,"274","497",,,"5078",
7730,"274","7188",,,,
10962,"274","945",,,,
7560,"274","2233",,,,
7960,"274","998",,,,
8586,"274","1005",,,,
6567,"274","9026",,,,
7728,"274","1194",,,,
10788,"274","1194",,,,
10793,"274","4852",,,,
11464,"274","10967",,"1713",,
10774,"274","1403",,,,
10743,"274","1442",,,,
15118,"274","15117",,,,
7788,"274","1616",,,,
11268,"274","11118",,,,
11215,"274","1626",,,,
10845,"274",,,,,
10963,"274",,,,,
13759,"274|13758","2722",,,,
13403,"7790","1596",,,,
9121,"9119|9064|9120",,,,,
11214,"11213",,,,,
8612,"4672","264",,,,
4673,"4672","2257",,,,
8509,"279","135",,,,
4690,"279","289",,,,
4530,"279",,,"4529",,
10336,"10335",,,,,
4481,"4479","4480",,,,
13239,"13238",,,,,
12756,"12755|644",,,,,
4384,"280","4383",,,,
8180,"280",,,,,
4573,"2879","680",,,,
13876,"11936",,,,,
16370,"16369",,,,,
4692,"3081","1170",,"1433",,
7473,"282",,,,,
11052,"6146",,,,,
6220,"284","2287",,,,
11080,"285","531",,"11081",,
6737,"2218",,,,,
15064,"15062|15063",,,,,
9643,"2219",,,,,
4892,"2220","2258",,,"2277",
12363,"12362|8912",,,,,
4317,"286","1307",,,,
11897,"286",,,,,
7483,"287","127",,,"277",
13942,"13941","119",,,,
15898,"2221",,,,,
6645,"6643|6644",,,,,
13228,"13227","416",,,,
10208,"5078","377",,,,
9792,"5078","2454",,,,
11446,"5078","485",,"1404",,
11402,"5078","1345",,,,
6882,"5078",,,,,
13768,"13767","1171",,,,
7662,"7660|7661",,,,,
11078,"11077",,,,,
5426,"5425","1702",,,,
11707,"291","141",,,,
5450,"291","1377",,,,
5414,"291","1739",,,,
12417,"12415|12416",,,"3891",,
10450,"10449",,,,,
5439,"3603","1762",,"20",,
8657,"296","296",,,,
15052,"15051","141",,,,
16077,"15051","630",,,,
6278,"297","116",,,,
15515,"297","297",,,"297",
6313,"297","1095",,,,
12294,"12293",,,,,
15334,"15333","775",,,,
6411,"298","1413",,,,
7817,"7816","274",,,,
16694,"16693",,,,,
11431,"303",,,"1622",,
5737,"3525","739",,,,
7786,"7785","1194",,,,
7222,"305","1194",,,,"brother of Moukatralis"
7750,"307","274",,,,
11075,"307",,,,,
7103,"7102",,,,,
8479,"8478",,,,,
8631,"308",,,,,
7749,"309","247",,,,
7815,"309","497",,,,
7748,"309","578",,,,
8709,"7223","999",,,,
7224,"7223","1194",,,,
10370,"311","1615",,,,
10933,"313",,"10932",,,
15620,"314","1068",,,,
8671,"314","2374",,,,
4804,"3453",,,"1026",,"from Ankyra Galatias"
8651,"8475","1747",,,,
10167,"315",,,,,
4587,"2890|388",,,"2889",,
4586,"2889|4585",,,"2890",,"wife Brouttia Demetria"
13601,"13600",,,,,
10166,"10165",,,,,
6272,"6271",,,,,"Thracian king"
6187,"316",,,,,
7606,"317","1194",,,,
11939,"10085|786",,,,,
10033,"10030|10031|10032",,,,,
13615,"13609|13612|4775",,,,,
4618,"4616|4617",,,,,
11973,"11971","11972",,,,
15420,"318","15419",,,,
11774,"11773","196",,,,
11761,"321","333",,,,
5867,"324","1292",,,,
15481,"325","1095",,,,
10558,"326","497",,,"497",
10559,"327","326",,,,
9633,"327","2462",,,,
10135,"327",,,,,
15798,"15797","827",,,,
16316,"16315",,,,,
16331,"16330",,,,,
15157,"15156","1064",,,,
8789,,"807",,,,
14206,"14204","14205",,,,
12757,"330",,,,,
14395,"331","1265",,,,
6321,"331",,,"792",,
11584,"11583","816",,,,
9320,"334","9319",,,,
13001,"334","335",,"2173",,
6561,"334","335",,,,
5745,"334","343",,"657",,"wife of Fainippos, son of Apollofanes, from Herakleia"
15210,"334","2929",,,,
8267,"334","1457",,,,
9657,"334",,,"8060",,
8976,"334",,,,,
6490,"6489",,,,,
10255,"335","10254",,,,
12395,"335","22",,"12394",,
12398,"335","22",,"12397",,
6619,"335","56",,,,
5384,"335","2778","5383",,,
12483,"335","335",,"12482",,
11548,"335","335",,,,
10847,"335","10846",,,,
9799,"335","1611",,,,
9888,"335","1757",,,,
11888,"335","1757",,,,
15531,"335",,,"15530",,
6564,"335",,,,,
6370,"335|6369",,,,,
10633,"336",,,,,
15320,"15319",,,,,
9020,"9019",,,,,
8591,"8590",,,,,
13917,"13916",,,"356",,
6316,"337",,,"5856",,
5757,"338","56","5756",,,
14130,"14128|14129",,,,,
5836,"339","2257",,,,
15465,"340","568","6448","15464",,
14334,"340","1128",,,,
6698,"340",,,,,
4904,"4902","4903",,,,
9844,"341","8222",,,,
11164,"341","754",,,,
5360,"341|834",,,,,
12352,"12349","12351",,,,
13017,"12349|13016",,,,,
13608,"4774",,,,,
14949,"14948","998",,,,
6996,"346",,,,,
15211,"2929","141",,,,
5596,"2929","196",,,,
7462,"2929","353",,,,
6066,"2929","5767",,,,
11427,"2929",,,,,
8883,"8882",,,,,
12930,"12929",,,,,
16062,"16061","16057",,,,
8745,"352","8744",,,,
14100,"14099","212",,,,
13229,"7881","948",,,,
10632,"10631",,,,,
14046,"14044",,,"14045",,
11378,"11377","10906",,,,
15234,"356","15233",,,,
12391,"356","356",,"1638",,
13915,"356","1128",,,,
15388,"356","2257","15387",,,
10133,"356",,,,,
5844,"5843",,,,,
15113,"359","14992",,,,
6432,"359","6429",,,,
15324,"359",,,,,
11749,"11748",,,,,
8747,"8746",,,,,
6270,"360","2287",,,,
11785,"360","1612",,,,
15075,"15073","15074",,,,
15044,"15042","15042",,,,
14364,"14363","1136",,,,
14995,"14994","1232",,,,
15028,"15027","5415",,,,
15827,"15825","15826",,,,
9589,"365","7479",,,,
4694,"3082",,,,,
7069,"366|2266",,,,,
11338,"369",,,"372",,
8584,"8583","1043",,,,
9060,"373","485",,,,
13843,"13842","1403",,,,
12965,"12964",,,,,
8362,"8361","90",,,,
4343,"374","2736",,,,
4488,"374","1377",,,,
7591,"374",,,,,
4506,"4437|374",,,,,
11758,"375","839",,,,
6289,"375","1248",,,,
10713,"376","442",,,,
9511,"376","9510",,,,
11337,"378",,,"11334",,
8587,"379","1473",,,,
10071,"380",,,,,
7030,"7029","409",,,,
4391,"4389","4390",,,,
11028,"11024|11025|11026|11027",,,,,
6365,"6364|569",,,,,
4242,"3095","1593",,,,
6367,"3095|6366",,,,,
15302,"3412|15301",,,,,
4770,"3412|3413|699",,,,,
4771,"3412|3413|2257",,,,,"patron of Dekmos Seios Foibos"
12604,"12602|12603|9144",,,"846",,
11041,"383",,,,,
12180,"12179","179",,,,
12201,"12199","12200",,,,
14135,"14134","140",,,,
9102,"385","176","2578","1019",,
10978,"386",,,,,
9436,"387","1628",,,,
11908,"389","7929","11914",,,
15702,"15700","15701",,,,
4144,"390","140",,,,
5422,"390","196",,"685",,"husband of Filiste Zeni"
13862,"390","11408",,,,
4145,"390","2929",,,,
15376,"390","390",,,,
8028,"390","5611",,,,
10232,"390","4336",,,,
16112,"390","16111",,,,
8832,"390","778",,,,
13955,"390","877",,,,
16305,"390","1068",,,,
8856,"390","2176",,,,
14022,"390","1126",,,,
15100,"390","1150",,,,
8208,"390","1391",,,,
3908,"390","3948",,,,
11702,"390","11701",,,,
5352,"390",,,,,
16016,"390",,,,,
10270,"10269","264",,,,
4286,"391",,,,,
15270,"15269","462",,,,
4813,"395",,,,,
8863,"397","106",,,,
9201,"399","274",,,,
14006,"399","1067",,,,
8855,"399","2176",,,,
7794,"399","1616",,,,
4077,"399","4076","2297",,,
12302,"399",,,,,
13869,"13868",,,,,
4547,"400","792",,,,"brother of Amynadros"
4217,"400","4216",,,,
5612,"5611","3891",,,,
11450,"403",,,"2458",,
11463,"404","1404",,,,
10315,"405","10314",,,,
8713,"8712","530",,,,
10365,"408","998",,,,
13231,"13230","7881",,,,
5130,"411",,,,,
9162,"9161","1442",,,,
15992,"15991",,,,,
15115,"15114","1119",,,,
6208,"6207","417","2022",,,
6356,"6355","2196",,,,
4514,"420","2835",,,,
11083,"421","4852",,,,
11089,"422","497",,"11088",,
7753,"423","307",,,,
7780,"423","310","7779",,,
7792,"423","1085",,,,
11054,"7202",,,,,
10436,"427","485",,,,
16611,"16610","825",,,,
10630,"429",,,,,
13015,"13014","858",,,,
15794,"433","15669",,,,
12231,"433","2287",,,,
12227,"433","2591",,,,
4449,"435","456",,,,
6479,"435",,,,,
6636,"6635","437",,,,
13132,"437","13131",,,,
9128,"438","1697","4232",,,
6881,"6880",,,"502",,
16037,"442","6761",,,,
8374,"442",,,,,
6910,"443","310",,,,
10010,"2454","1587",,,,
10006,"446","350",,,,
13136,"13135",,,,,
15244,"15243","435",,,,
15379,"15243","1222",,"15328",,
6318,"448",,,"1699",,
14969,"14968","1132",,,,
15135,"449","141",,,,
7312,"449","2189",,,,"son od Aurelios Diodoros Ingenes"
4275,"449","4274",,,,
6227,"449","473",,,,
15316,"449","909",,,,
14323,"449","3191",,,,
12226,"449","12225",,,,
8031,"449","4375",,,,
6286,"449","3891",,,,
6452,"449",,,,,
14961,"14960",,,,,
12299,"450","2779",,,,
7494,"450",,,,,
13486,"451","13485",,,,
16227,"451","16226",,,,
4450,"452","435",,,,
4760,"455","4759",,"2229",,
10410,"455",,,,,
10707,"456","72",,,,
5520,"456","125",,,,
9884,"456","141",,,,
9732,"456","456",,,,
14979,"456","11242",,,,
4824,"456","2176",,,,
4993,"456","1119",,,,
9249,"456","1196",,,,
4265,"456","2719",,,,
4408,"456","1383",,,,"husband of Glykera"
13169,"456","4375",,,,
16616,"456","16615",,,,
5465,"456","1761",,"3589",,"husband of nana, daughter of Hellen and second wife Thetheis, daughter of Asklepiades"
4461,"456","4460",,,,
4803,"456",,,,,
13088,"456",,"13087",,,
4708,"4707|2188|610","639",,,,
11409,"457","11408",,,,
16606,"457","16605",,,,
9812,"457",,,,,
12836,"12835","1397",,,,
12190,"459","12183",,,,
4684,"3072",,,,,
4679,"4678",,,,,
7781,"461","461",,,,
5059,"462","449",,,,
15448,"462","804",,,,
15138,"465","1092",,,,
4572,"465","1108",,"2287",,"wife of Dionysios, son of Dorion"
15251,"465","14531",,,,
8030,"466","8029",,,,
5704,"2287","20",,,,
6229,"2287","28",,,,
11790,"2287","2181",,,"2229",
14051,"2287","57",,,,
5494,"2287","116",,,,
5594,"2287","124",,,,
5576,"2287","128",,,,
6449,"2287","129","6448",,,
15200,"2287","135",,,,
4289,"2287","141",,,,
11775,"2287","141",,,,
13852,"2287","11408",,,,
11606,"2287","6724",,,,
5657,"2287","2204",,,,
5633,"2287","2929",,,,
5363,"2287","390",,,,
5726,"2287","399","5725",,,
14492,"2287","14491",,,,
5377,"2287","434",,,,
14309,"2287","2287",,,,
5086,"2287","2287","3008",,,
4273,"2287","4272",,,,
4541,"2287","4540",,,,
4306,"2287","497",,,,
4571,"2287","499",,,,
5764,"2287","568",,,,
12191,"2287","689",,,,
5416,"2287","5415",,"3621",,"husband of Batheis Noumeniou"
4256,"2287","728",,,,
5570,"2287","775",,,,
4269,"2287","846",,,,
15434,"2287","15433",,,,
16255,"2287","997",,,,
4558,"2287","1022",,,,
15445,"2287","2176",,,,
7392,"2287","1119",,,,
15358,"2287","1128",,,,
15265,"2287","15264",,,,
5597,"2287","1183",,,,
13775,"2287","13774",,,,
15948,"2287","1266",,,,
5661,"2287","1272",,,,
7504,"2287","1274",,,,
15083,"2287","1372",,,,
5506,"2287","1388",,"1379",,"husband of Potou, daughter of Protagoras"
5575,"2287","5574",,,,
5729,"2287","2257",,"3522",,"husband of Touta, daughter of Dionysios"
15879,"2287","1533",,"1078",,"father of Skarkeza, daughter"
5625,"2287","1636",,,,
4200,"2287","1642",,,,
4985,"2287","1652",,,,
5556,"2287","1761",,,,
15721,"2287","15720",,,,
4746,"2287","4745",,,,
4632,"2287",,,,,
9496,"2287|9495",,"6178",,,
4983,"2287|1297","842",,,,
5829,"2287|3486","2287",,"3487",,"husband of Iadon, daughter of Artemidoros"
9896,"6986","9895",,,,
15092,"6986","15091",,,,
14215,"6986","570",,,,
15284,"6986","743",,,,
15447,"6986","841",,,,
8204,"6986","2195",,,,
15504,"6986","12166",,,,
14290,"6986","5364",,,,
6987,"6986",,,,,
14034,"469","683",,,,
8215,"469","792",,,,
6406,"469","1609",,,,
5335,"469",,,,,
15203,"470","1640",,,,
4103,"470","1648",,,,
5870,"3375","804",,,,
5604,"3375","3891",,,,
5324,"5323",,,,,
4108,"472",,,,,
6427,"5916","6426",,,,
5917,"5916",,,,,
6342,"5916",,,,,
13291,"5916",,,,,
4388,"4274","4387",,,,
8814,"8813","265",,,,
15753,"4112","228",,,,
4113,"4112",,,,,
4251,"473|2716",,,,,
15850,"473","15825",,,,
7499,"473","4715",,,,
15737,"473","463",,,,
4254,"473","2287",,,,
4248,"473","473",,,,
4972,"473","792",,,,
5646,"473","1456",,,,
15249,"473","15248",,,,
4279,"473","4278",,,,
11250,"473",,,,,
7845,"7844","1442",,,,
10746,"10745","274",,,,
15290,"476","19",,,,
7251,"476","7250",,,,
16471,"4004","399",,,,
4005,"4004","2465",,,,
4337,"4336",,,,,
7367,"480",,,,,
16399,"16397","263",,"1403",,
7428,"7427|1194",,,,,
11391,"487","274",,,,
7001,"487","487",,,,
9604,"487","998",,,,
13333,"488","247",,,,
4847,"485","233",,,,
10782,"485","274",,,,
7958,"485","7223",,,"812",
12922,"485","479",,,,
9952,"485","7188",,,,
9973,"485","792",,,,
4508,"485","1000",,,,
9584,"485","1085",,,,
4468,"485","1192","3166",,,
9303,"485","1661",,,,
10064,"485","10063",,,,
8992,"485",,,,,
8373,"485|2626","1194",,,,
9816,"485","9815",,,,
10792,"10791",,,,,
4836,"493",,,,,
16560,"16559",,,,,
14214,"8965","14213",,,,
8966,"8965",,,,,
4435,"4433","4441",,,,
11047,"494",,,,,
4024,"495",,,,,
16107,"16106",,,,,
8628,"8627","1763",,,,
7846,"497","246",,,,
7204,"497","274",,,,
7196,"497","380",,,,
7889,"497","7847",,,,
4305,"497","825",,,,
8237,"497","1085",,,,
7607,"497","1194",,,,
7824,"497","7823",,,,
7842,"497",,,"4375",,
12786,"497|1661",,,,,
13739,"6867|7",,,,,
12011,"6867","3760",,,,
16244,"6867|2229",,,"35",,
7109,"2998","7108",,,,
12911,"2998","6610",,,,
4957,"4956","792",,,,
12860,"12859","459",,,,
15141,"15140","808",,,,
4556,"499","2287",,,,
9517,"9516","2873",,,,
6525,"6524|335",,,,,"It is not sure, if ""Chrestos"" is part of the name."
4630,"501",,,,,
12332,"12330","12331",,,,
6383,"506",,,,,
16621,"16619","16620",,,,
8624,"507","2454",,,,
6934,"507","868",,,,
10081,"507|10080",,,,,
4008,"2466","295",,,,
9383,"2466","2454",,,,
4653,"2466",,,,,
8299,"509",,,,,
8868,"510",,,,,
5486,"512","1374",,,,
6350,"513",,,,,"freedwoman of Pausanias, son of Polyxenes (probably)"
14088,"14086","14087",,,,
8150,"7007","1476",,,,
11053,"7007",,,,,
10498,"6891","3235",,,,
12165,"6891",,,,,
6892,"6891|1249",,,,,
10875,"515","683",,,,
6947,"6945","301",,,,
7913,"519","310",,,,
7795,"519","310",,,"816",
7848,"7847","477",,,,
13692,"522",,,,,
7610,"524","2233",,,,
8445,"524","1194",,,,
4015,"524|603",,,,,
15306,"15305","841",,,,
10712,"526","8222",,,,
16196,"527","1720",,,,
7772,"531","7771",,,,
7775,"532","274",,,,
7791,"532","7790",,,,
7822,"532","423",,,,
7820,"532","497","7819",,,
7793,"532","532",,,,
7901,"532","1194",,,,
7797,"532","7796",,,,
7474,"533","2458",,,,
10735,"10080",,,,,
